,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links,Name
8714,RepBenCline,2021-06-15T18:50:58.000Z,"Today I recognized the Grace Christian School baseball team on the House Floor for winning the VACA state championship. Great pitching, several key hits, and heads-up baserunning led to a come-from-behind victory. Congratulations to the players on an impressive season. https://t.co/aqFgXiBeNi",",",",",",",",https://t.co/aqFgXiBeNi,",
8715,RepBenCline,2021-06-15T16:21:15.000Z,"As the economy rebounds from COVID, businesses are struggling to hire employees as a result of extended unemployment benefits from the Federal government. With 9.3 million open jobs in America, it’s time to get government out of the way and truly kickstart a long-term recovery. https://t.co/l4lvvebUM7",",",",",",",",https://t.co/l4lvvebUM7,",
8716,RepBenCline,2021-06-14T20:01:24.000Z,"Happy 246th birthday to the @USArmy. From its beginning during the fight for Independence, the Army has led the way serving as a force for good. We are grateful to all who gave the last measure wearing its uniform and to the millions who served or continue to serve in its ranks. https://t.co/xS3RbMpbDi",",",",",",USArmy,",",https://t.co/xS3RbMpbDi,",
8717,RepBenCline,2021-06-14T14:05:57.000Z,"The Flag of the United States stands as a symbol of Freedom and Liberty, not just here at home but around the world as well. Today as we celebrate #FlagDay, we remember the values Old Glory represents and recognize how blessed we are to live in this great country. https://t.co/6otix8DBLS",",",",FlagDay,",",",",https://t.co/6otix8DBLS,",
8718,RepBenCline,2021-06-13T16:36:00.000Z,"The United States’ commitment to ensuring the safety, security, &amp; prosperity of Israel is unwavering, particularly in light of recent events. This week, I spoke with members of @AIPAC about the organization’s legislative priorities and how Congress can continue to support Israel. https://t.co/cQauaiBckc",",",",",",AIPAC,",",https://t.co/cQauaiBckc,",
8719,RepBenCline,2021-06-12T19:19:04.000Z,"The plastics industry has worked tirelessly to answer the call for more PPE, medical supplies, foodservice packaging, and other products to keep people safe in the face of a global health crisis. I appreciated hearing from @PLASTICS_US this week to learn more about their efforts. https://t.co/94UlD3GUdR",",",",",",PLASTICS_US,",",https://t.co/94UlD3GUdR,",
8720,RepSpanberger,2021-06-18T21:31:19.000Z,"The past year and a half has been challenging — especially for many of our farmers and producers.

While there’s much work ahead to invest in the next generation of crop and livestock producers, I am optimistic that this moment of economic recovery can create new opportunities.",",",",",",",",",
8721,RepSpanberger,2021-06-18T21:31:18.000Z,"I was honored to host @SecVilsack so he could hear directly from farmers and producers here in Central Virginia.

I look forward to working with him on issues ranging from high-speed broadband internet investments to expanded opportunities for climate-smart conservation projects. https://t.co/xeVfJOGRHT",",",",",",SecVilsack,",",https://t.co/xeVfJOGRHT,",
8722,RepSpanberger,2021-06-18T18:49:15.000Z,"Welcome to Central Virginia, @SecVilsack!

I am looking forward to working with you to support Virginia’s farmers 🚜 https://t.co/iF1QeACGJ4",",",",",",SecVilsack,",",https://t.co/iF1QeACGJ4,",
8723,RepSpanberger,2021-06-17T22:31:17.000Z,"Thank you, @BillNye, for showing generations of kids that science ~rules~ 🔬🌎🥼🧪 https://t.co/hWQrPbS0Ai",",",",",",BillNye,",",https://t.co/hWQrPbS0Ai,",
8724,RepSpanberger,2021-06-17T20:01:21.000Z,"RT @WhipClyburn: On this day 6 years ago, 9 innocent worshipers were murdered by someone who shouldn't have been allowed to get a gun.

Tho…",",WhipClyburn,",",",",",",",
8725,RepSpanberger,2021-06-17T17:32:19.000Z,"This is welcome news for millions of Virginians — including hundreds of thousands of Central Virginians who live with a pre-existing condition.

This hyper-partisan and reckless lawsuit was a political ploy, and I'm glad to see the Supreme Court reject it.
https://t.co/Z0BOLbPD0o",",",",",",",",https://t.co/Z0BOLbPD0o,",
8726,RepSpanberger,2021-06-17T15:34:09.000Z,"🚨 A bipartisan majority of the House JUST voted to repeal the inactive, outdated 2002 Iraq War AUMF.

Our men and women in uniform deserve a new era of congressional accountability — one where Members of Congress fulfill their duty to debate and vote on issues of war and peace.",",",",",",",",",
8727,RepSpanberger,2021-06-17T14:30:28.000Z,"Since coming to Congress, I have been very clear — Congress must reassert its authority in decisions of war and peace.

This authority is required by our Constitution, and today, I am voting to repeal the outdated, inactive 2002 Iraq War AUMF. https://t.co/l1sr7PP0Od",",",",",",",",https://t.co/l1sr7PP0Od,",
8728,RepSpanberger,2021-06-17T00:06:44.000Z,"I just voted with a bipartisan majority of the House to make #Juneteenth a federal holiday.

This day is for Americans across the country to celebrate the emancipation of enslaved people in the South and remember a historic step in the pursuit of liberty and justice for all. https://t.co/trSaJaGh3S",",",",Juneteenth,",",",",https://t.co/trSaJaGh3S,",
8729,RepSpanberger,2021-06-16T21:26:36.000Z,"Cyberattacks present a major challenge, as evidenced recently by the Colonial Pipeline hack.

As highlighted in my exchange with @USAmbUN at today’s @HouseForeign hearing, engaging in cyber diplomacy at the @UN is an invaluable component to addressing this ongoing threat. https://t.co/NUiQTJ0kyu",",",",",",USAmbUN,HouseForeign,UN,",",https://t.co/NUiQTJ0kyu,",
8730,RepSpanberger,2021-06-16T20:01:02.000Z,"This week, the U.S. House will vote to repeal the 2002 Iraq War AUMF.

Repealing this inactive, outdated authority is a long overdue step toward Congress reasserting its constitutional duty to determine if and when the U.S. sends servicemembers to war.
https://t.co/nvnk7jJN0V",",",",",",",",https://t.co/nvnk7jJN0V,",
8731,RepSpanberger,2021-06-16T15:25:45.000Z,"RT @VCUENGR: Frank Gupton, Ph.D., of @MedsforAll: This effort can “strengthen advanced pharmaceutical manufacturing so the United States co…",",VCUENGR,",",",",",",",
8732,RepSpanberger,2021-06-16T13:10:41.000Z,"As @POTUS meets with Putin today, I know that he will project American strength, call out and push back against Putin for his aggressive behavior, and stand up for our values.

As a Member of @HouseForeign, I will be closely following the latest from Geneva.

More with @kasie: https://t.co/Qw92BMn9Rj",",",",",",POTUS,HouseForeign,kasie,",",https://t.co/Qw92BMn9Rj,",
8733,RepSpanberger,2021-06-15T22:57:28.000Z,"Tonight, the House passed legislation to award U.S. Capitol Police and Metropolitan Police Department officers with Congressional Gold Medals for their heroism on January 6.

The incredible work of these officers protected our democratic republic that day. https://t.co/l6plsnwPVY",",",",",",",",https://t.co/l6plsnwPVY,",
8734,RepSpanberger,2021-06-15T18:53:21.000Z,"Advanced manufacturing techniques have tremendous potential to improve the resiliency of our domestic supply chains and help reduce and prevent medicine shortages.

Read more:
https://t.co/EHkNNBP6zh",",",",",",",",https://t.co/EHkNNBP6zh,",
8735,RepSpanberger,2021-06-15T18:53:21.000Z,"Thank you to @RepPaulTonko, @RepMcKinley, @RepAGonzalez, @RepMeijer, @RepDeborahRoss for their help in this effort that both recognizes the need for this critical @NSF research and allows for investments in American-made, lifesaving medication.",",",",",",RepPaulTonko,RepMcKinley,RepAGonzalez,RepMeijer,RepDeborahRoss,NSF,",",",
8736,RepSpanberger,2021-06-15T18:53:20.000Z,"In #VA07, we've seen the impacts of biopharmaceutical manufacturing on our communities — strong domestic supply chains, more American-made drugs, and a highly-skilled workforce to keep us competitive.

I introduced a bipartisan bill to support ongoing manufacturing research. https://t.co/B24XoBgqlZ",",",",VA07,",",",",https://t.co/B24XoBgqlZ,",
8737,RepSpanberger,2021-06-15T17:07:04.000Z,"RT @tomlappas: NEW: You'll be able to continue to ride most @GRTCTransit routes for free for another year.

Details: https://t.co/8h3nwvoaTZ",",tomlappas,",",",",",",",
8738,RepSpanberger,2021-06-15T16:43:07.000Z,".@POTUS is the right American to stand up to Putin — and I'm glad to see this administration make clear that if Russia continues its reckless and aggressive actions, the United States will respond accordingly.

Hear my thoughts on @BloombergRadio:
https://t.co/T2A1quWkqM",",",",",",POTUS,BloombergRadio,",",https://t.co/T2A1quWkqM,",
8739,RepSpanberger,2021-06-15T13:18:45.000Z,"Congratulations @Rep_Stansbury on officially being sworn in as the newest U.S. Congresswoman!
 
I am looking forward to the work we’ll do together (rather closely on the fourth floor). Welcome, neighbor!",",",",",",Rep_Stansbury,",",",
8740,RepSpanberger,2021-06-15T12:00:25.000Z,"Russia is allowing cyber criminals to operate with impunity, undermining democratic norms around the globe, &amp; imprisoning Vladimir Putin’s political opponents.

I am glad @POTUS will make clear to Putin that threats against the United States &amp; our allies will not go unchecked. https://t.co/bSeNUA4p1V",",",",",",POTUS,",",https://t.co/bSeNUA4p1V,",
8741,RepSpanberger,2021-06-15T02:24:36.000Z,"RT @kristin__wilson: Bipartisan, bicameral gathering to mark a moment of silence for the 600,000 lives lost during the pandemic. https://t.…",",kristin__wilson,",",",",",",",
8742,RepSpanberger,2021-06-14T19:35:11.000Z,"Do you know a #VA07 student interested in applying to a service academy? My office is now accepting nominations for the Class of 2026!

Submit an inquiry below 👇 and my staff will reach out with additional information about the application process.
https://t.co/68j41OzkxR",",",",VA07,",",",",https://t.co/68j41OzkxR,",
8743,RepSpanberger,2021-06-14T18:11:22.000Z,"RT @MeetThePress: WATCH: President Biden to meet with Putin at summit in Geneva. #MTPDaily

@RepSpanberger: We need Biden ""to stand up for…",",MeetThePress,",",",",",",",
8744,RepSpanberger,2021-06-14T16:25:05.000Z,"An enduring symbol of freedom around the globe, the American flag serves as a reminder of our nation’s values and the fundamental promise of our democracy: liberty and justice for all.

Today, we celebrate 244 years of the Stars and Stripes. #FlagDay 🇺🇸 https://t.co/TPfhtIP5R3",",",",FlagDay,",",",",https://t.co/TPfhtIP5R3,",
8745,RepSpanberger,2021-06-14T12:56:09.000Z,"The Sycamore Square Post Office in Midlothian is now officially named in honor of Dorothy Bruce, a WWII codebreaker.

After my bill to do so passed the House and was signed into law last year, I was immensely proud to celebrate this tribute.
https://t.co/PXcPQBRdpp",",",",",",",",https://t.co/PXcPQBRdpp,",
8746,RepSpanberger,2021-06-12T20:37:31.000Z,"Today in 1967, the Supreme Court overturned unconstitutional laws banning interracial marriage.

The story of Richard and Mildred Loving reminds us of the power that courageous, ordinary Americans possess in the ongoing pursuit of equality. #LovingDay
https://t.co/yPpf3H6A6i",",",",LovingDay,",",",",https://t.co/yPpf3H6A6i,",
8747,RepSpanberger,2021-06-12T17:45:14.000Z,"Five years ago, 49 people were murdered in a shooting at Pulse nightclub in Orlando, FL.

While Pride Month is a time to celebrate our LGBTQ+ community, we must also acknowledge the great harm done by anti-LGBTQ+ hatred.

ALL Americans deserve to live in safety.",",",",",",",",",
8748,RepDonBeyer,2021-06-18T21:00:44.000Z,"Ridiculous. The impeachable offense, as you well know, was using the threat of freezing aid to demand political favors. You are embarrassing yourself. https://t.co/ySGN5epVjO",",",",",",",",https://t.co/ySGN5epVjO,",
8749,RepDonBeyer,2021-06-18T20:39:53.000Z,Virginia is a rising leader in passenger rail. Here’s how it happened. https://t.co/SS5xycLWyC,",",",",",",",https://t.co/SS5xycLWyC,",
8750,RepDonBeyer,2021-06-18T19:49:49.000Z,"RT @CapitolPolice: Friday at 7pm, Officer Eugene Goodman will throw out the first pitch at the @Nationals game. 

On January 6, he led a vi…",",CapitolPolice,",",",",",",",
8751,RepDonBeyer,2021-06-18T18:38:28.000Z,RT @WhiteHouseCEA: The disruptions in U.S. supply chains are serious and widespread—but are likely to be transitory. They reflect an econom…,",WhiteHouseCEA,",",",",",",",
8752,RepDonBeyer,2021-06-18T17:39:49.000Z,RT @RepBeatty: Yesterday was certainly one for the books. #Juneteenth https://t.co/CFQV1VyKqA,",RepBeatty,",",",",",",",
8753,RepDonBeyer,2021-06-18T17:00:02.000Z,"ICYMI: Arlington’s Torri Huske Going to Tokyo After Setting Record at Olympic Trials
https://t.co/ezQkwxGhaU",",",",",",",",https://t.co/ezQkwxGhaU,",
8754,RepDonBeyer,2021-06-18T16:31:39.000Z,"RT @RepSeanMaloney: As a gay dad, celebrating Father’s Day during Pride is a gift. My kids are the joy of my life.
 
It’s time this country…",",RepSeanMaloney,",",",",",",",
8755,RepDonBeyer,2021-06-18T14:09:11.000Z,"RT @JECDems: Saturday, June 19th, is a day for celebration, but also a time to recognize the work that remains to address the legacies of s…",",JECDems,",",",",",",",
8756,RepDonBeyer,2021-06-18T14:09:03.000Z,RT @JECDems: The #Juneteenth National Independence Day Act signed yesterday establishes a federal holiday commemorating when Union troops f…,",JECDems,",",",",",",",
8757,RepDonBeyer,2021-06-18T13:18:56.000Z,Last night we celebrated young artists in VA-8 tonight during the 2021 Congressional Art Competition Virtual Reception! Thank you @NAEA for judging the record-breaking 74 submissions my office received. You can see all  of the submissions on my website: https://t.co/T1X8aTNDAl. https://t.co/CD6tCLBlpj,",",",",",NAEA,",",https://t.co/T1X8aTNDAl.,https://t.co/CD6tCLBlpj,",
8758,RepDonBeyer,2021-06-18T13:00:42.000Z,"RT @SecondGentleman: Vaccines are safe.
Vaccines are effective.
Vaccines are free.
Vaccines are available.
Get yours today. https://t.co/OA…",",SecondGentleman,",",",",",",",
8759,RepDonBeyer,2021-06-17T20:07:30.000Z,"RT @mchalfant16: Biden says that signing a bill making Juneteenth a federal holiday will go down as one of his ""greatest honors"" as preside…",",mchalfant16,",",",",",",",
8760,RepDonBeyer,2021-06-17T19:46:41.000Z,RT @POTUS: Tune in as I sign the Juneteenth National Independence Day Act into law. https://t.co/Xq8AYa76if,",POTUS,",",",",",",",
8761,RepDonBeyer,2021-06-17T19:43:34.000Z,"RT @jackie_mcg: The Senate Commerce Committee unanimously approves @POTUS' nomination of @Astro_Pam to be @NASA deputy administrator, clear…",",jackie_mcg,",",",",",",",
8762,RepDonBeyer,2021-06-17T18:49:31.000Z,RT @GovernorVA: We can't pave our way out of gridlock and congestion—that's why Virginia is putting politics aside and coming together to b…,",GovernorVA,",",",",",",",
8763,RepDonBeyer,2021-06-17T18:27:42.000Z,"RT @JECDems: The U.S. continues to lag behind other countries in physical infrastructure investment, spending only 1.47% of its GDP on phys…",",JECDems,",",",",",",",
8764,RepDonBeyer,2021-06-17T18:27:38.000Z,"RT @BPC_Bipartisan: ""If we don't electrify our fleet of trucks, and busses, and other vehicles, we're in great danger to a fossil fuel mark…",",BPC_Bipartisan,",",",",",",",
8765,RepDonBeyer,2021-06-17T17:07:39.000Z,"RT @harrisonjaime: 6 years ago, 9 men &amp; women lost their lives when a scion of hate attacked Emanuel AME Church in Charleston, SC.  These s…",",harrisonjaime,",",",",",",",
8766,RepDonBeyer,2021-06-17T17:07:36.000Z,"RT @WhipClyburn: On this day 6 years ago, 9 innocent worshipers were murdered by someone who shouldn't have been allowed to get a gun.

Tho…",",WhipClyburn,",",",",",",",
8767,RepDonBeyer,2021-06-17T16:37:53.000Z,"RT @RepGwenMoore: 156 years ago on June 19, the announcement of the end of the Civil War &amp; slavery reached Galveston, TX.

Since then, this…",",RepGwenMoore,",",",",",",",
8768,RepDonBeyer,2021-06-17T16:27:04.000Z,Important note for federal employees: https://t.co/yLYj8PfgoK,",",",",",",",https://t.co/yLYj8PfgoK,",
8769,RepDonBeyer,2021-06-17T15:54:50.000Z,"My offices will close tomorrow in observance of Juneteenth. I wish you a happy and reflective Juneteenth, as we celebrate emancipation and freedom!",",",",",",",",",
8770,RepDonBeyer,2021-06-17T15:30:49.000Z,"NEW: the House just PASSED legislation written by @RepBarbaraLee to repeal the 2002 Authorization for Use of Military Force (AUMF) against Iraq. I voted YES; the final vote count is below.

This was a long time coming. https://t.co/JNLUKhHjCZ",",",",",",RepBarbaraLee,",",https://t.co/JNLUKhHjCZ,",
8771,RepDonBeyer,2021-06-17T14:40:19.000Z,"RT @MarkHerringVA: BREAKING - We WON our case at SCOTUS to protect your healthcare! 

By a 7-2 majority, the Court upholds the Affordable C…",",MarkHerringVA,",",",",",",",
8772,RepDonBeyer,2021-06-17T14:27:30.000Z,The Affordable Care Act: Still. The. Law.,",",",",",",",",
8773,RepDonBeyer,2021-06-17T13:41:12.000Z,"Ken Cuccinelli is lying about this bill, predictably, but since he brought it up this is a good time to remember that Donald Trump personally encouraged Chinese President Xi Jinping to proceed with detention camps for Uyghurs. https://t.co/tk3Rjsjwjy https://t.co/DtndDGSNWM",",",",",",",",https://t.co/tk3Rjsjwjy,https://t.co/DtndDGSNWM,",
8774,RepDonBeyer,2021-06-17T13:28:10.000Z,"A slight increase in initial jobless claims in the latest report from DOL. That’s to be expected periodically, and trend lines show strong job growth.

Noteworthy: continuing unemployment claims fell by 560,000 in a single week. A massive number — people are getting back to work!",",",",",",",",",
8775,RepDonBeyer,2021-06-17T00:33:00.000Z,"These lies are virtually indistinguishable from lies told by Putin in Geneva. She was only there to begin with because people like Gosar lied over and over again about the election. And his personal role in the events of that day is still far from clear.
https://t.co/9wVxg7YU4H",",",",",",",",https://t.co/9wVxg7YU4H,",
8776,RepDonBeyer,2021-06-17T00:08:55.000Z,White Republican men voting against celebrating emancipation and the end of slavery as a federal holiday because they associate that with critical race theory says so much about their understanding of critical race theory and why they see it as a threat.,",",",",",",",",
8777,RepDonBeyer,2021-06-16T23:31:03.000Z,"NEW: the House just passed legislation championed by @JacksonLeeTX18 making Juneteenth a federal holiday. The Senate already passed this, so now it heads to @POTUS's desk to be signed into law. I voted YES (full tally below).
 
Juneteenth will officially become a federal holiday! https://t.co/j348FomYf6",",",",",",JacksonLeeTX18,POTUSs,",",https://t.co/j348FomYf6,",
8778,RepDonBeyer,2021-06-16T23:09:25.000Z,"This sounds like it was written by General Jack Ripper. 

Someone should explain to him that this legislation making Juneteenth a federal holiday was championed by, among others, the second highest ranking Republican in the Senate. Not everything is a secret leftist plot! https://t.co/42KvbeCmXt",",",",",",",",https://t.co/42KvbeCmXt,",
8779,RepDonBeyer,2021-06-16T22:46:44.000Z,".@POTUS’s National Strategy for Countering Domestic Terrorism is a strong and comprehensive approach to countering a major threat to Americans’ safety and security. Blocked by Donald Trump, who put American lives at risk, this strategy is something we needed for years. At last: https://t.co/Cp2773LLph",",",",",",POTUSs,",",https://t.co/Cp2773LLph,",
8780,RepDonBeyer,2021-06-16T21:32:40.000Z,"New: just reintroduced the bipartisan National Ocean and Coastal Security Improvements Act, with @RepBrianMast! Our bill would support coastal communities’ ability to prepare for and respond to a variety of coastal threats. More info here: https://t.co/GwTIAA05lV",",",",",",RepBrianMast,",",https://t.co/GwTIAA05lV,",
8781,RepDonBeyer,2021-06-16T20:27:54.000Z,South Dakota has one of the highest rates of infection and death in the U.S. and is below the national average in vaccination. She allowed a motorcycle rally to take place that caused outbreaks across other states. She mocked social distancing and mask-wearing as people died. https://t.co/VSyNUmXQsj,",",",",",",",https://t.co/VSyNUmXQsj,",
8782,RepDonBeyer,2021-06-16T20:02:41.000Z,Happy Bloomsday to all who partake!,",",",",",",",",
8783,RepDonBeyer,2021-06-16T17:36:07.000Z,One hell of a contrast. https://t.co/4jWiBjrAob,",",",",",",",https://t.co/4jWiBjrAob,",
8784,RepDonBeyer,2021-06-16T17:02:40.000Z,New statement with @RepMalinowski on the Egyptian government’s persecution of human rights activist and journalist Hossam Bahgat: https://t.co/0MBR5p5G5f,",",",",",RepMalinowski,",",https://t.co/0MBR5p5G5f,",
8785,RepDonBeyer,2021-06-16T15:57:01.000Z,"RT @LeaderHoyer: Today, the House will take up legislation to make #Juneteenth a federal holiday. I thank @JacksonLeeTX18, @SenMarkey, and…",",LeaderHoyer,",",",",",",",
8786,RepDonBeyer,2021-06-16T15:37:57.000Z,RT @SabrinaSingh46: .@VP meets with the Texas Democrats who stood up against a bill that would strip away Texans’ right to vote. Thank you…,",SabrinaSingh46,",",",",",",",
8787,RepDonBeyer,2021-06-16T15:26:21.000Z,"RT @GovernorVA: In Virginia, we are taking meaningful steps to address inequities in our criminal justice system and build a stronger, fair…",",GovernorVA,",",",",",",",
8788,RepDonBeyer,2021-06-16T13:22:49.000Z,"I know many USCP officers. I represent a bunch of them, and I talk to them. They see these votes, they remember who voted which way, and they feel the pain of having Members of Congress they risk their lives to protect denigrate their service. https://t.co/xvLGKhFihZ",",",",",",",",https://t.co/xvLGKhFihZ,",
8789,RepDonBeyer,2021-06-16T00:44:53.000Z,"RT @JenniferWexton: GOP: Back the Blue

Also GOP: giving the Congressional Gold Medal to the Capitol Police is “garbage”",",JenniferWexton,",",",",",",",
8790,RepDonBeyer,2021-06-16T00:05:00.000Z,RT @GovernorVA: The #CleanEconomyAct is fueling the rapid expansion of solar energy across Virginia—we've installed more solar capacity in…,",GovernorVA,",",",",",",",
8791,RepDonBeyer,2021-06-15T23:56:59.000Z,"RT @igorbobic: Senate just passed a bill establishing Juneteenth as a national holiday.

Schumer asked for unanimous consent and no senator…",",igorbobic,",",",",",",",
8792,RepDonBeyer,2021-06-15T22:13:00.000Z,"A terrible tragedy that is impossible to fully comprehend. Every one left behind family and friends, a hole in a community. Our loss is profound and beyond understanding. We will remember them. https://t.co/b9GV2hSDWJ",",",",",",",",https://t.co/b9GV2hSDWJ,",
8793,RepDonBeyer,2021-06-15T21:24:54.000Z,These courageous police officers put their lives at risk to protect all of us during the January 6 attack on the Capitol. Some of them are no longer with us. https://t.co/3S8zEeBVwh,",",",",",",",https://t.co/3S8zEeBVwh,",
8794,RepDonBeyer,2021-06-15T21:10:51.000Z,"House Republicans just voted overwhelmingly to make American women veterans pay more for birth control. 

This vote needed 2/3 to pass, so Republicans defeated it (for now). https://t.co/rgs0hYQHlp",",",",",",",",https://t.co/rgs0hYQHlp,",
8795,RepDonBeyer,2021-06-15T20:21:05.000Z,"The House will soon vote on legislation to honor the officers who protected the U.S. Capitol on January 6. I will vote YES.

The bill originally came to the floor in March, but Republicans delayed its passage, as they have for almost every bill no matter how broadly supported. https://t.co/SjisI1qaMo",",",",",",",",https://t.co/SjisI1qaMo,",
8796,RepDonBeyer,2021-06-15T19:59:35.000Z,RT @postlocal: Virginia is a rising leader in passenger rail. Here’s how it happened. https://t.co/SQRVAM2nIZ,",postlocal,",",",",",",",
8797,RepDonBeyer,2021-06-15T19:13:13.000Z,"I thank Attorney General Garland for his leadership, and @MarkHerringVA and @SteveDescano for making the compelling argument that brought about this reversal.

The Ghaisar family deserves justice, and this decision increases the chance that they will see it someday.",",",",",",MarkHerringVA,SteveDescano,",",",
8798,RepDonBeyer,2021-06-15T19:06:46.000Z,"The right call. DOJ must follow through and do all that is right and proper to ensure justice is finally done. 

Under the previous administration, DOJ stonewalled every attempt to establish the truth. Now we have reason to hope for a new era of accountability and transparency. https://t.co/KpR4DvJfim",",",",",",",",https://t.co/KpR4DvJfim,",
8799,RepDonBeyer,2021-06-15T17:43:07.000Z,Arlington's own! This is so impressive and awesome: https://t.co/SiAB7tiXDi,",",",",",",",https://t.co/SiAB7tiXDi,",
8800,RepDonBeyer,2021-06-15T17:30:55.000Z,"RT @BPC_Bipartisan: Our event with @ElectricRoadmap, @Securing_Energy, @RepDonBeyer, and experts from @UPS, @amazon_policy, @DanaInc_ is st…",",BPC_Bipartisan,",",",",",",",
8801,RepDonBeyer,2021-06-15T17:26:07.000Z,RT @RepMcGovern: Proud to join @RepDonBeyer to introduce the Fair Representation Act. https://t.co/3njH51w3hz,",RepMcGovern,",",",",",",",
8802,RepDonBeyer,2021-06-15T16:53:23.000Z,Ron Johnson says his reason for previously blocking legislation to designate Juneteenth as a federal holiday commemorating emancipation was that he didn't want to give workers paid time off. He is a multi-millionaire https://t.co/IIoYX4El88,",",",",",",",https://t.co/IIoYX4El88,",
8803,RepDonBeyer,2021-06-15T16:30:06.000Z,"RT @RepFletcher: Today, the @HouseScience Committee meets to mark up legislation regarding the National Science Foundation and the Departme…",",RepFletcher,",",",",",",",
8804,RepDonBeyer,2021-06-15T15:59:31.000Z,"“Now, more than ever, our law-enforcement needs our support” says man who refuses to meet with Officer Michael Fanone.

Officer Fanone, my constituent, risked his life and suffered severe injuries while protecting us on January 6, and McCarthy won’t even talk to him. https://t.co/VMkvYcbHcM",",",",",",",",https://t.co/VMkvYcbHcM,",
8805,RepDonBeyer,2021-06-15T15:11:47.000Z,RT @WaysMeansCmte: https://t.co/vXTry7hUVv,",WaysMeansCmte,",",",",",",",
8806,RepDonBeyer,2021-06-15T14:57:27.000Z,RT @BPC_Bipartisan: Be the first to hear the results of a new BPC report! Join us for a panel feat. @RepDonBeyer on the electrification of…,",BPC_Bipartisan,",",",",",",",
8807,RepDonBeyer,2021-06-15T14:27:44.000Z,"WATCH: we have liftoff! @northropgrumman
 #Minotaur I rocket takes flight, carrying @NatReconOfc payload, a few minutes ago. Successful @NASA launches from Virginia @NASA_Wallops -- we love to see it! https://t.co/XnePvLxqQs",",",",Minotaur,",",northropgrumman,NatReconOfc,NASA,NASA_Wallops,",",https://t.co/XnePvLxqQs,",
8808,RepDonBeyer,2021-06-15T13:04:28.000Z,"RT @scibus: Join us in our public webcast on changing climate which is about to start (15:30 CET/9:30 EST)
With #Biden in Washington, what’…",",scibus,",",",",",",",
8809,RepDonBeyer,2021-06-15T12:55:45.000Z,"RT @RepZoeLofgren: On the 9th anniversary of DACA, we must commit to delivering permanent protections for young immigrants, recipients of T…",",RepZoeLofgren,",",",",",",",
8810,RepDonBeyer,2021-06-14T23:03:58.000Z,"RT @SpeakerPelosi: Join my colleagues and me live at the U.S. Capitol for a Moment of Silence for the more than 600,000 American lives lost…",",SpeakerPelosi,",",",",",",",
8811,RepDonBeyer,2021-06-14T22:59:48.000Z,"RT @LeaderHoyer: Tonight, Congress will hold a moment of silence for the 600,000 Americans we have lost to COVID-19. As we mourn the victim…",",LeaderHoyer,",",",",",",",
8812,RepDonBeyer,2021-06-14T22:34:06.000Z,"Good news! All of my member-designated transportation project requests were included in the big surface transportation legislation, coming to the House floor this month. These projects would create jobs and help rebuild Northern Virginia's infrastructure:
https://t.co/Bei81bkjGq",",",",",",",",https://t.co/Bei81bkjGq,",
8813,RepDonBeyer,2021-06-14T21:55:42.000Z,RT @NASAPersevere: Please enjoy the sights and sounds of the crater. Here was my view from Van Zyl Overlook before starting the science cam…,",NASAPersevere,",",",",",",",
8814,RepDonBeyer,2021-06-14T20:16:15.000Z,RT @911trail: A fantastic watch – check out @RepDonBeyer (D-VA) &amp; Founder David Brickley discuss the September 11th National Memorial Trail…,",911trail,",",",",",",",
8815,RepDonBeyer,2021-06-14T20:16:04.000Z,"RT @RepMalinowski: As elected officials, it is our job to build trust with our electorate. This legislation improves that trust by eliminat…",",RepMalinowski,",",",",",",",
8816,RepDonBeyer,2021-06-14T20:15:45.000Z,RT @Fritschner: List of signatories on this includes @RepDonBeyer https://t.co/zZBL5cea6p,",Fritschner,",",",",",",",
8817,RepDonBeyer,2021-06-14T18:54:23.000Z,RT @AndrewDesiderio: Big — Biden administration goes on record supporting Barbara Lee’s bill repealing the 2002 AUMF for Iraq. House is set…,",AndrewDesiderio,",",",",",",",
8818,RepDonBeyer,2021-06-14T15:59:14.000Z,I have long urged the Administration to share surplus vaccine doses with lower income countries -- it is vital both for global health and our own safety that we help immunize the world. Glad to see the President leading on this. https://t.co/EXJhRrmhse,",",",",",",",https://t.co/EXJhRrmhse,",
8819,RepDonBeyer,2021-06-14T13:50:43.000Z,"RT @RepDonBeyer: The Millionaires Surtax is a smart plan to restore fairness to the tax code, fight rising inequality, and fund important p…",",RepDonBeyer,",",",",",",",
8820,RepDonBeyer,2021-06-14T13:03:18.000Z,"RT @RepDonBeyer: Our democracy is under siege.

America just saw the worst attack on our constitutional order in 150 years. A widespread at…",",RepDonBeyer,",",",",",",",
8821,RepDonBeyer,2021-06-13T21:48:34.000Z,RT @therecount: 2017 G7 vs. 2021 G7 https://t.co/JG9ZuBi3ya,",therecount,",",",",",",",
8822,RepDonBeyer,2021-06-13T20:43:35.000Z,RT @RepSpeier: Every day DeVos' Title IX rule is on the books is a day students are denied their civil rights. @DemWomenCaucus led 78 Membe…,",RepSpeier,",",",",",",",
8823,RepDonBeyer,2021-06-13T20:43:15.000Z,RT @RepDeborahRoss: Numerous electoral campaigns have deceived their donors into giving on a recurring basis without having them explicitly…,",RepDeborahRoss,",",",",",",",
8824,RepDonBeyer,2021-06-13T17:59:01.000Z,"RT @WHCOS: Please get vaccinated.  Even if you are young, the consequences of not being vaccinated can be serious.",",WHCOS,",",",",",",",
