,Unnamed: 0,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
1223,1223,Raul Ruiz,RepRaulRuizMD,2021-06-08T14:18:57.000Z,Tune in now! https://t.co/KmqdGxWEaq,$,$,$,https://t.co/KmqdGxWEaq
1224,1224,Raul Ruiz,RepRaulRuizMD,2021-06-08T00:14:00.000Z,Join me in congratulating Mariah Sufficool from @Beaumont_SD for winning second place in this year's Congressional Art Competition! Today let's celebrate Mariah's incredible talent. https://t.co/1i5TFBArOF,$,$,Beaumont_SD,https://t.co/1i5TFBArOF
1225,1225,Raul Ruiz,RepRaulRuizMD,2021-06-07T22:47:03.000Z,"The #AmericanRescuePlan is helping get our local students safely back in the classroom and responsibly make up for lost learning time. 

Read more. ⬇️

https://t.co/F6zGf68QIG",$,AmericanRescuePlan,$,https://t.co/F6zGf68QIG
1226,1226,Raul Ruiz,RepRaulRuizMD,2021-06-07T17:20:27.000Z,Happening now! https://t.co/LUv8RROGVQ,$,$,$,https://t.co/LUv8RROGVQ
1227,1227,Raul Ruiz,RepRaulRuizMD,2021-06-07T14:35:34.000Z,"RT @SBAgov: 🛡️ #PaycheckProtection Program borrowers qualify for full loan forgiveness if: 
☑️ Employee and compensation levels are maintai…",SBAgov,$,$,$
1228,1228,Raul Ruiz,RepRaulRuizMD,2021-06-06T19:42:00.000Z,"Today is National Cancer Survivors Day—a time to uplift and celebrate cancer survivors and their families. In their honor, we must continue to support the research needed to find innovative new treatments and cures. https://t.co/mh6uhZoX2R",$,$,$,https://t.co/mh6uhZoX2R
1229,1229,Raul Ruiz,RepRaulRuizMD,2021-06-05T15:42:00.000Z,"Thank you to everyone who came out to this week's vaccine clinic with @KPC_Health at @AmericanLegion Post 53. By getting vaccinated, we can help protect the health of our loved ones and our communities. 

https://t.co/ULUrTOigzx",$,$,"KPC_Health, AmericanLegion",https://t.co/ULUrTOigzx
1230,1230,Linda Sánchez,RepLindaSanchez,2021-06-11T18:46:22.000Z,"If you or a loved one has a disability, The Disability Information &amp; Access Line (DIAL) can help you:

🔎 Find a COVID-19 vaccine location nearby
🚗 Get transportation to a COVID-19 vaccine location

Call 888-677-1199 Mon-Fri., 6AM-5 PM PT or email DIAL@n4a.org",$,$,n4aorg,$
1231,1231,Linda Sánchez,RepLindaSanchez,2021-06-10T20:12:37.000Z,"Replacing the Del Amo Boulevard Bridge is vital – not just for commuters in Cerritos – but in La Palma, Lakewood, Cypress, and other neighborhoods.

That's why I am fighting to include $18 million for this project in the #INVESTAct.

Read more here⬇️
https://t.co/tvcI1yT7Jq",$,INVESTAct,$,https://t.co/tvcI1yT7Jq
1232,1232,Linda Sánchez,RepLindaSanchez,2021-06-10T19:54:57.000Z,"RT @Labor_Caucus: Last week, we led 100+ members demanding an Emergency Temporary Standard for essential workers.

Glad the administration…",Labor_Caucus,$,$,$
1233,1233,Linda Sánchez,RepLindaSanchez,2021-06-10T18:25:45.000Z,"RT @cerritosnews: @replindasanchez designates $18 million for Del Amo Boulevard Bridge Replacement and Enhancements
@donwagnerca
@taxfighte…",cerritosnews,$,$,$
1234,1234,Linda Sánchez,RepLindaSanchez,2021-06-10T18:21:49.000Z,"On the 58th anniversary of the #EqualPay Act, we must remember that the gender pay gap is not simply a women’s issue, it is also a family issue. Women are the sole or co-breadwinner in half of American families with children.",$,EqualPay,$,$
1235,1235,Linda Sánchez,RepLindaSanchez,2021-06-10T16:47:39.000Z,"That's a great hire, @CapitolPolice. https://t.co/2VatLxmqss",$,$,CapitolPolice,https://t.co/2VatLxmqss
1236,1236,Linda Sánchez,RepLindaSanchez,2021-06-10T16:23:02.000Z,"I want to hear from the brave men &amp; women in CA-38 who have served in uniform.

Did you or someone you know in CA-38 serve in the military? 

⬇️Share your story here⬇️
https://t.co/rRjZp4CAe8 https://t.co/V1A95ZBkqG",$,$,$,"https://t.co/rRjZp4CAe8, https://t.co/V1A95ZBkqG"
1237,1237,Linda Sánchez,RepLindaSanchez,2021-06-10T14:51:40.000Z,"RT @HispanicCaucus: Throughout the entire month of June, we celebrate #Pride. 

¡El amor es el amor! https://t.co/IZO4fvQfZX",HispanicCaucus,$,$,$
1238,1238,Linda Sánchez,RepLindaSanchez,2021-06-09T21:18:36.000Z,"The Senate has voted to designate the #PulseNationalMemorial.

I am proud to have co-sponsored the House bill, #HR49, to honor the 49 lives taken on June 12, 2016, in Orlando. 

This memorial will serve as a national symbol of hope, love, and unity. #ForThe49 https://t.co/HRZCyLqjcP",$,"PulseNationalMemorial, HR49, ForThe49",$,https://t.co/HRZCyLqjcP
1239,1239,Linda Sánchez,RepLindaSanchez,2021-06-09T18:58:37.000Z,"HONORING OUR CA-38 HEROES:

Sgt. Hector Lopez Jr. of La Mirada proudly served his country in the United States Marine Corps. Serving helped develop his leadership skills, and now, two of Sgt. Lopez's sons are following in his footsteps.

Thank you for your service, Hector. https://t.co/eMRec39wX6",$,$,$,https://t.co/eMRec39wX6
1240,1240,Linda Sánchez,RepLindaSanchez,2021-06-09T18:43:18.000Z,RT @DemWomenCaucus: It is past time we invest in our #CareEconomy https://t.co/mkfaSOVZDx,DemWomenCaucus,$,$,$
1241,1241,Linda Sánchez,RepLindaSanchez,2021-06-09T17:58:39.000Z,"RT @lapublichealth: Community Immunity helps protect everyone. The more people get vaccinated, the less COVID-19 will spread from person to…",lapublichealth,$,$,$
1242,1242,Linda Sánchez,RepLindaSanchez,2021-06-09T01:07:24.000Z,"The pandemic exposed gaping holes in our health care system, especially for nursing home residents &amp; their families.

At today's @WaysMeansCmte hearing, I asked @HHSGov @SecBecerra about steps the Biden Administration is taking to protect our older residents. https://t.co/qXok7Zgdmi",$,$,"WaysMeansCmte, HHSGov, SecBecerra",https://t.co/qXok7Zgdmi
1243,1243,Linda Sánchez,RepLindaSanchez,2021-06-08T19:28:00.000Z,"Equal access to abortion care everywhere is vital to social &amp; economic participation, reproductive autonomy, &amp; the right to determine our lives.

That’s why I'm proud to co-sponsor the Women’s Health Protection Act, which protects abortion rights nationwide. #ActForAbortionAccess",$,ActForAbortionAccess,$,$
1244,1244,Linda Sánchez,RepLindaSanchez,2021-06-08T17:41:18.000Z,"Congratulations to all the graduating high school seniors in CA-38!

Each year, I like to send graduates a congratulatory letter &amp; Certificate of Congressional Recognition.

If you're interested, please visit: https://t.co/azky7cWCSq https://t.co/kACuI2uN7J",$,$,$,"https://t.co/azky7cWCSq, https://t.co/kACuI2uN7J"
1245,1245,Linda Sánchez,RepLindaSanchez,2021-06-08T17:09:02.000Z,"June is #ImmigrantHeritageMonth, and I'm honoring the traditions, cultures, and values that stitch together the fabric of our nation.

From immigrant communities to allies eager to learn about their heritage — let's #CelebrateImmigrants this month &amp; every month. https://t.co/XyEzaTO7hO",$,"ImmigrantHeritageMonth, CelebrateImmigrants",$,https://t.co/XyEzaTO7hO
1246,1246,Linda Sánchez,RepLindaSanchez,2021-06-08T14:08:45.000Z,"Starting now -- Tune in for @WaysMeansCmte hearing with @HHSGov Secretary Xavier Becerra @SecBecerra on @POTUS’s Proposed Fiscal Year 2022 Budget. 

Tune in at the link below ⬇️ https://t.co/4lmw5eKvjL",$,$,"WaysMeansCmte, HHSGov, SecBecerra, POTUSs",https://t.co/4lmw5eKvjL
1247,1247,Linda Sánchez,RepLindaSanchez,2021-06-07T21:30:55.000Z,RT @gracenapolitano: UPDATE: @RepLindaSanchez &amp; I sent a letter w/ fellow Southern CA members to Energy &amp; Water Approps requesting the $219…,gracenapolitano,$,$,$
1248,1248,Linda Sánchez,RepLindaSanchez,2021-06-07T20:49:57.000Z,"Thank you, @VP for your leadership. 

Continuing to build diplomatic relations with Guatemala and addressing the root causes of migration from the region are critically important as we build a safe, legal, and orderly immigration system. https://t.co/OyZqhDmQQL",$,$,VP,https://t.co/OyZqhDmQQL
1249,1249,Young Kim,RepYoungKim,2021-06-11T20:26:23.000Z,"RT @RepCarlos: It's time to hold Rep. Omar accountable, @SpeakerPelosi. Her views of American foreign policy are dangerous to our national…",RepCarlos,$,$,$
1250,1250,Young Kim,RepYoungKim,2021-06-11T14:00:02.000Z,"Housing prices continue to soar in #CA39. I'm proud to cosponsor the Affordable Housing Credit Improvement Act &amp; am working to fully repeal the cap on the SALT deduction. I remain committed to doing my part to make life more affordable for Californians.
https://t.co/ZLZvN3Mb8v",$,CA39,$,https://t.co/ZLZvN3Mb8v
1251,1251,Young Kim,RepYoungKim,2021-06-11T00:43:31.000Z,"Comparing policies of the US and Israel to Hamas and the Taliban is wrong, unacceptable and abhorrent. I welcome Rep. Omar walking back her comments, but they shouldn't have been made in the first place.
https://t.co/5kryqYYghY",$,$,$,https://t.co/5kryqYYghY
1252,1252,Young Kim,RepYoungKim,2021-06-10T23:00:00.000Z,"Thousands of Afghans put their lives on the line to help U.S. troops defend our freedoms in Afghanistan. We cannot leave them &amp; their families to the mercy of the Taliban. We have a moral obligation to help these brave men &amp; women.
https://t.co/NYakYe3kMw",$,$,$,https://t.co/NYakYe3kMw
1253,1253,Young Kim,RepYoungKim,2021-06-10T19:30:00.000Z,"Massive spending will only result in inflation &amp; more money out of the wallets of Americans. This is not the way for our economy to recover.
 
We must get people back to work, cut red tape &amp; foster innovation so our economy can get back on track.
https://t.co/kczc9fr796",$,$,$,https://t.co/kczc9fr796
1254,1254,Young Kim,RepYoungKim,2021-06-10T18:25:00.000Z,"Time is running out to reunite Korean Americans with their war-torn loved ones in North Korea. @SecBlinken's comments are encouraging &amp; much-needed. I will continue to work with the administration &amp; my colleagues to make this reunification a reality.
https://t.co/jxJi1Z5WZV",$,$,SecBlinkens,https://t.co/jxJi1Z5WZV
1255,1255,Young Kim,RepYoungKim,2021-06-10T16:46:16.000Z,RT @SIFMA: We're proud to partner with @CharlesSchwab and @SIFMAFoundation to bring students across the country the #CapitolHillChallenge.…,SIFMA,$,$,$
1256,1256,Young Kim,RepYoungKim,2021-06-10T16:22:40.000Z,"RT @RiponAdvance: “I am proud to have worked on this commonsense, bipartisan effort to provide small business owners more time to apply for…",RiponAdvance,$,$,$
1257,1257,Young Kim,RepYoungKim,2021-06-10T01:33:37.000Z,"I’m proud to have honored Asian American community leaders that have made great contributions to our #CA39 community throughout #APAHM. Because the AAPI community is united together, we’re able to face COVID-19 &amp; work together to overcome the pandemic.",$,"CA39, APAHM",$,$
1258,1258,Young Kim,RepYoungKim,2021-06-10T01:33:37.000Z,"我很榮幸能有這個機會來慶祝美國亞太裔傳統月並且表彰對我們亞裔社區有傑出貢獻的亞裔人士！我代表的國會39選區有來自各個種族和不同宗教信仰的朋友們，也正是因爲亞裔社區團結在一起，我們才能積極正向地去面對並且努力克服新冠病毒疫情的影響。
https://t.co/XI6CDR0dTY",$,$,$,https://t.co/XI6CDR0dTY
1259,1259,Young Kim,RepYoungKim,2021-06-09T21:30:00.000Z,"I'm proud to have worked on the bipartisan Paycheck Protection Program Extension Act that helped millions of small business owners keep their doors open &amp; employees on payroll as we reopen communities. 
https://t.co/Lbj3cqNEd4",$,$,$,https://t.co/Lbj3cqNEd4
1260,1260,Young Kim,RepYoungKim,2021-06-09T19:22:36.000Z,"I always say people can call me anything but old. Happy birthday and anniversary, @repdonyoung! 🎉 #ForeverYoung https://t.co/pSy5doTxcJ",$,ForeverYoung,repdonyoung,https://t.co/pSy5doTxcJ
1261,1261,Young Kim,RepYoungKim,2021-06-08T20:05:13.000Z,"Thousands of Afghans risked their lives &amp; the lives of their families to help American forces defend freedom in Afghanistan. We must have their backs, as they've had ours. Leaving them behind to be killed by the Taliban is not an option. 
https://t.co/R8T2XskBgG",$,$,$,https://t.co/R8T2XskBgG
1262,1262,Young Kim,RepYoungKim,2021-06-08T18:51:57.000Z,"At a time when our economy is just beginning to recover from the pandemic, government policies should be helping workers &amp; small businesses get back on their feet. Our economy &amp; businesses cannot afford another month with record job openings. https://t.co/JykcYnDJmh",$,$,$,https://t.co/JykcYnDJmh
1263,1263,Young Kim,RepYoungKim,2021-06-08T16:45:00.000Z,"We still have 7 million+ fewer workers in our workforce than we had before the pandemic. We need to get the government out of the way, cut red tape &amp; get people back to work so we can get our economy back on track. https://t.co/Sn4HCH5pZD",$,$,$,https://t.co/Sn4HCH5pZD
1264,1264,Young Kim,RepYoungKim,2021-06-08T14:53:43.000Z,"Downplaying the border crisis only empowers bad actors. The Biden administration's policies have strained our resources on the border, endangered migrants, undermined legal immigration &amp; do nothing to secure our border. We can't fix the problem if we don't acknowledge it. https://t.co/Be9tNg4OnK",$,$,$,https://t.co/Be9tNg4OnK
1265,1265,Young Kim,RepYoungKim,2021-06-07T21:15:00.000Z,"I'm thrilled that 100+ of my colleagues have joined me &amp; @BradSherman in a bipartisan effort to #LetTaiwanHelp. Taiwan has proven to be a trusted global health partner &amp; should be able to share information &amp; collaborate with other countries in the WHO.  
https://t.co/lNy8ilQkzG",$,LetTaiwanHelp,BradSherman,https://t.co/lNy8ilQkzG
1266,1266,Young Kim,RepYoungKim,2021-06-06T16:33:21.000Z,"We will never forget the sacrifice &amp; service of those who embarked upon the Great Crusade on the beaches of Normandy with the eyes of the world watching. 

77 years later, the hope &amp; prayers of liberty-loving people everywhere still march with our Greatest Generation. #DDay77 🇺🇸 https://t.co/PpASC2wNRK",$,DDay77,$,https://t.co/PpASC2wNRK
1267,1267,Young Kim,RepYoungKim,2021-06-05T17:00:01.000Z,"My district is home to the 57/60 Freeway Confluence, the worst truck bottleneck in CA &amp; sixth-worst nationwide. We must pass a targeted bill that is focused on fixing infrastructure so we can meet communities' needs, create jobs &amp; support our local, regional &amp; national economy. https://t.co/z9Eu6pP5pk",$,$,$,https://t.co/z9Eu6pP5pk
1268,1268,Lucille Roybal-Allard,RepRoybalAllard,2021-06-11T21:05:14.000Z,"Wow! I salute @PortOfLA, first port in the Western Hemisphere to process 10M container units in a year. Angelenos &amp; all Americans are grateful for the hard work by so many to make America's Port a major economic engine &amp; gateway to the Pacific &amp; the world. https://t.co/eTxZ8Z8ahN",$,$,PortOfLA,https://t.co/eTxZ8Z8ahN
1269,1269,Lucille Roybal-Allard,RepRoybalAllard,2021-06-10T19:44:11.000Z,"Women are the sole or co-breadwinner in half of American families with children, &amp; the gender #PayGap is a women's issue AND a family issue. Today, on the 58th anniversary of the #EqualPay Act, we must all commit to finally fulfilling its promise of equal pay for equal work. https://t.co/SKtggRqYCF",$,"PayGap, EqualPay",$,https://t.co/SKtggRqYCF
1270,1270,Lucille Roybal-Allard,RepRoybalAllard,2021-06-09T18:53:06.000Z,"Necesitamos invertir en #CareEconomy para ayudar a mantener abiertas las opciones de cuidado infantil para las familias, mantener a los trabajadores en nómina y reducir los costos.",$,CareEconomy,$,$
1271,1271,Lucille Roybal-Allard,RepRoybalAllard,2021-06-09T18:53:06.000Z,Los padres y cuidadores no pueden volver al trabajo y construir una vida mejor para sus familias a menos que sus seres queridos estén seguros y sean cuidados.,$,$,$,$
1272,1272,Lucille Roybal-Allard,RepRoybalAllard,2021-06-09T18:44:04.000Z,"Parents &amp; caregivers can’t go back to work &amp; build better lives for their families unless their loved ones are safe &amp; cared for. We need to invest in the #CareEconomy to help keep child care options open for families, keep workers on payroll &amp; lower costs. https://t.co/7OoeoXU9fY",$,CareEconomy,$,https://t.co/7OoeoXU9fY
1273,1273,Lucille Roybal-Allard,RepRoybalAllard,2021-06-09T17:47:23.000Z,"de 6 AM a 5 PM PT, o envíe un correo electrónico a DIAL@n4a.org",$,$,n4aorg,$
1274,1274,Lucille Roybal-Allard,RepRoybalAllard,2021-06-09T17:47:22.000Z,¿Usted o un ser querido tiene una discapacidad y necesita ayuda para encontrar un lugar o transporte para las citas de vacunación # COVID19? Hay ayuda disponible a través de la Línea de Acceso e Información sobre Discapacidades (DIAL). Llame al 888-677-1199 de lunes a viernes...,$,,$,$
1275,1275,Lucille Roybal-Allard,RepRoybalAllard,2021-06-09T17:47:21.000Z,"Do you or a loved one have a disability &amp; need help finding a location or transportation to #COVID19 vaccination appointments? Help is available through the Disability Information &amp; Access Line (DIAL). Call 888-677-1199 Mon-Fri., 6AM-5 PM PT or email DIAL@n4a.org",$,COVID19,n4aorg,$
1276,1276,Lucille Roybal-Allard,RepRoybalAllard,2021-06-08T23:47:07.000Z,I urge the Task Force to redouble its efforts to reunify families &amp; help children &amp; parents recover from the trauma inflicted on them.,$,$,$,$
1277,1277,Lucille Roybal-Allard,RepRoybalAllard,2021-06-08T23:47:06.000Z,I applaud the Family Reunification Task Force for its effort to reunify families previously separated under the Trump Admin. Under no circumstances should a child ever be separated from their parents as an enforcement tool. https://t.co/3jdmSS3Mn3,$,$,$,https://t.co/3jdmSS3Mn3
1278,1278,Lucille Roybal-Allard,RepRoybalAllard,2021-06-08T18:43:56.000Z,"¡Feliz #Mesdelaherenciainmigrante! Cada año en junio, celebramos las inmensas contribuciones que los inmigrantes hacen a nuestra nación y honramos las tradiciones, culturas, valores y diversidad que brindan. #CelebrarInmigrantes",$,"Mesdelaherenciainmigrante, CelebrarInmigrantes",$,$
1279,1279,Lucille Roybal-Allard,RepRoybalAllard,2021-06-08T18:15:36.000Z,"Happy #ImmigrantHeritageMonth! Each year in June, we celebrate the immense contributions immigrants make to our nation &amp; honor the traditions, cultures, values, &amp; diversity that they provide. #CelebrateImmigrants https://t.co/222Wo2Hd8O",$,"ImmigrantHeritageMonth, CelebrateImmigrants",$,https://t.co/222Wo2Hd8O
1280,1280,Mark Takano,RepMarkTakano,2021-06-11T17:15:33.000Z,"The pandemic has exacerbated the challenges facing the care industry, and in Riverside County specifically, there isn't enough childcare for those who rely on it for their daily lives.

We need to invest in families to get people back to work and move our country forward. https://t.co/VyQSccVDr3",$,$,$,https://t.co/VyQSccVDr3
1281,1281,Mark Takano,RepMarkTakano,2021-06-10T17:40:49.000Z,"Years ago, the military considered it a crime and a mental defect to be LGBTQ. You were not allowed to serve openly.

I introduced the Commission on LGBTQ Servicemembers and Veterans Act to study this inequity and the harm caused to LGBTQ servicemembers. 

This is Dave's story. https://t.co/Hr3iVhpq5E",$,$,$,https://t.co/Hr3iVhpq5E
1282,1282,Mark Takano,RepMarkTakano,2021-06-10T14:15:14.000Z,"The Pulse National Memorial will forever stand as a symbol of pride, hope, and courage – which will always triumph over hate. https://t.co/mPDGePN6Sq",$,$,$,https://t.co/mPDGePN6Sq
1283,1283,Mark Takano,RepMarkTakano,2021-06-10T13:56:48.000Z,"RT @RepSusanWild: Pay equity is more than a women’s issue – it is a families’ issue and an economic imperative. I’ve been a proud, vocal su…",RepSusanWild,$,$,$
1284,1284,Mark Takano,RepMarkTakano,2021-06-09T18:02:06.000Z,"RT @shawnarchen: .@RepMarkTakano, a Japanese American whose family was interned, became the 1st openly gay POC elected to Congress in 2012.…",shawnarchen,$,$,$
1285,1285,Mark Takano,RepMarkTakano,2021-06-09T16:11:02.000Z,".@HouseDemocrats are ready to work with the Biden Administration to pass bold legislation to support workers and families. 

Tune in to today's hearing with @SecMartyWalsh to hear how we will get that done. https://t.co/ZdxwEqotUw",$,$,"HouseDemocrats, SecMartyWalsh",https://t.co/ZdxwEqotUw
1286,1286,Mark Takano,RepMarkTakano,2021-06-09T13:37:20.000Z,"RT @RepPressley: The infrastructure we build today will support the health, safety and well-being of our communities tomorrow.
 
We need to…",RepPressley,$,$,$
1287,1287,Mark Takano,RepMarkTakano,2021-06-09T12:48:53.000Z,"RT @POTUS: Folks, the Delta variant — a highly infectious COVID-19 strain — is spreading rapidly among young people between 12 and 20 years…",POTUS,$,$,$
1288,1288,Mark Takano,RepMarkTakano,2021-06-08T19:51:17.000Z,"RT @TanyaMcRaeSoCal: On this week's #infocussocal we honor #PrideMonth2021 with @RepMarkTakano, @PSLisaMiddleton &amp; @CenterLB. We also highl…",TanyaMcRaeSoCal,$,$,$
1289,1289,Mark Takano,RepMarkTakano,2021-06-08T17:06:14.000Z,"June is #ImmigrantHeritageMonth, and all month long we have an opportunity to shine a light on the strength, traditions, and accomplishments of immigrant communities. Our country is prosperous because of immigrants and we must always celebrate that. https://t.co/PnXqGYZi3e",$,ImmigrantHeritageMonth,$,https://t.co/PnXqGYZi3e
1290,1290,Mark Takano,RepMarkTakano,2021-06-08T16:37:52.000Z,"RT @powertofly: ""Progress toward full equality came in fits with two steps backward and one step forward...We learned a lesson. Progress is…",powertofly,$,$,$
1291,1291,Mark Takano,RepMarkTakano,2021-06-08T13:14:45.000Z,"RT @RepEBJ: Our ocean sustains all life on Earth 🌎. This #WorldOceanDay, we remain committed to a more equitable &amp; just ocean &amp; Great Lakes…",RepEBJ,$,$,$
1292,1292,Mark Takano,RepMarkTakano,2021-06-07T19:22:09.000Z,"The American Families Plan and the American Jobs Plan will invest in the #CareEconomy to help parents and caregivers go back to work, grow our economy, and build better lives after the pandemic.

@POTUS is taking lead and making these critical investments for our country. https://t.co/ykZPLuy2TG",$,CareEconomy,POTUS,https://t.co/ykZPLuy2TG
1293,1293,Mark Takano,RepMarkTakano,2021-06-07T18:38:31.000Z,"RT @LGBTQ_Military: Thank you for sharing your story with @RepMarkTakano, Adriane, and shedding light on the long-lasting impacts of discri…",LGBTQ_Military,$,$,$
1294,1294,Mark Takano,RepMarkTakano,2021-06-07T18:01:14.000Z,"Japanese Americans, including my great uncle Mon, served in the 442nd during WWII despite the fact that their families were interned in the U.S.

Their love of country and belief in the promise of America prevailed over everything— that's patriotism.

https://t.co/EQZamwCcDd",$,$,$,https://t.co/EQZamwCcDd
1295,1295,Mark Takano,RepMarkTakano,2021-06-07T14:42:16.000Z,RT @VetAffairsDems: Tune in TOMORROW at 10 am EST to watch the Full Committee’s hearing with @SecVetAffairs on @DeptVetAffairs’ FY 2022 bud…,VetAffairsDems,$,$,$
1296,1296,Maxine Waters,RepMaxineWaters,2021-06-10T15:38:22.000Z,"Happy #PRIDE! This month (&amp; always) we acknowledge &amp; uplift the experience of LGBTQ+ individuals &amp; say to every member of the community: you are loved &amp; supported.

The House passed the #EqualityAct. It’s time for the Senate to do the same. Words are nice, action is better!",$,"PRIDE, EqualityAct",$,$
1297,1297,Maxine Waters,RepMaxineWaters,2021-06-09T20:39:00.000Z,"Last weekend, @sharonstone &amp; I helped break ground on The AIDS Monument 40 years after the CDC confirmed the first AIDS case in the U.S. 

Monuments like this remind us of our history, but it is our responsibility to honor that history by working to end HIV/AIDS once &amp; for all. https://t.co/i1drRp6WD2",$,$,sharonstone,https://t.co/i1drRp6WD2
1298,1298,Nannette Barragán,RepBarragan,2021-06-11T20:52:21.000Z,"It is simply un-American and outrageous for a president to use the government to investigate journalists and his political opponents.

This happens in #authoritarian Russia and China.  It should never happen in the United States.",$,authoritarian,$,$
1299,1299,Nannette Barragán,RepBarragan,2021-06-11T18:09:07.000Z,"At @HomelandDems on unaccompanied child migrants, I asked @StateDept‘s Katherine Dueholm about the Biden Admin's outreach in Central America to address migration.
 
She said these efforts are helping the Admin. understand the #RootCauses of migration and find long-term solutions. https://t.co/WCh8iRq2qN",$,RootCauses,"HomelandDems, StateDepts",https://t.co/WCh8iRq2qN
1300,1300,Nannette Barragán,RepBarragan,2021-06-11T17:30:52.000Z,"Parents &amp; caregivers in #CA44 have told me they can’t go back to work unless they know their loved ones are safe &amp; cared for.  They want to build better lives for their families &amp; help grow our local economy.

@POTUS &amp; @HouseDemocrats will help by investing in the #CareEconomy. https://t.co/WCd6uw3hIp",$,"CA44, CareEconomy","POTUS, HouseDemocrats",https://t.co/WCd6uw3hIp
1301,1301,Nannette Barragán,RepBarragan,2021-06-11T17:04:15.000Z,"We have a moral duty to ensure ALL children are treated humanely &amp; have access to legal protections guaranteed under law.

Chaired BSFO @HomelandDems hearing yesterday, where we looked at Biden Admin actions to provide care &amp; quickly process migrant kids at our Southern Border. https://t.co/CxrgJqsFrL",$,$,HomelandDems,https://t.co/CxrgJqsFrL
1302,1302,Nannette Barragán,RepBarragan,2021-06-10T18:24:16.000Z,"Building the capacity to humanely process those arriving at our border remains a challenge.
 
We must remember that the children, in particular, are extremely vulnerable.
 
Please watch the @HomelandDems hearing as we discuss the way forward. https://t.co/p20HEbwuoI",$,$,HomelandDems,https://t.co/p20HEbwuoI
1303,1303,Nannette Barragán,RepBarragan,2021-06-10T18:22:41.000Z,"Today – on the 58th anniversary of the #EqualPay Act – a woman still makes, on average, 82 cents for every dollar earned by a white man.

And for Latinas, it’s only 55 cents for every dollar earned by a white man.
 
We need the #PaycheckFairnessAct!

We want #Equity! #EqualPayAct https://t.co/9o7p2wJ8TB",$,"EqualPay, PaycheckFairnessAct, Equity, EqualPayAct",$,https://t.co/9o7p2wJ8TB
1304,1304,Nannette Barragán,RepBarragan,2021-06-10T16:50:16.000Z,"#Methane is a potent greenhouse gas that accelerates #ClimateChange and is about 84x more powerful than carbon dioxide.

Trump gutted strong methane pollution standards, but today in @EnergyCommerce, I voted to restore the robust standards from the Obama era.

#ClimateActionNow",$,"Methane, ClimateChange, ClimateActionNow",EnergyCommerce,$
1305,1305,Nannette Barragán,RepBarragan,2021-06-10T16:23:53.000Z,RT @HomelandDems: TODAY at 2: Subcommittee Chair @RepBarragan will hold a hearing on unaccompanied children at the border to discuss the fe…,HomelandDems,$,$,$
1306,1306,Nannette Barragán,RepBarragan,2021-06-10T16:21:26.000Z,"The impacts of #ClimateChange are costly &amp; dangerous. California is already feeling these results and they will get much worse if we don’t take bold action.

This is why we CANNOT compromise away climate solutions in the infrastructure bill.
#ClimateCrisis
https://t.co/x8Aem2MxdS",$,"ClimateChange, ClimateCrisis",$,https://t.co/x8Aem2MxdS
1307,1307,Nannette Barragán,RepBarragan,2021-06-09T23:04:27.000Z,"Fantastic win for everyone fighting for a stable climate and clean water!  Proof that #grassroots organizing led by frontline communities works!  We can win the tough fights ahead and #BuildBackFossilFree
 
#KeystoneXL #Cancelled https://t.co/w0gKFTMK2n",$,"grassroots, BuildBackFossilFree, KeystoneXL, Cancelled",$,https://t.co/w0gKFTMK2n
1308,1308,Nannette Barragán,RepBarragan,2021-06-09T20:03:25.000Z,"In @HomelandDems hearing on the threat of #ClimateChange, I asked @BillNye about my bill to fund clean-energy microgrids as a climate resilience solution to blackouts caused by extreme weather.

He said clean-energy #microgrids can be a very efficient way to keep power available. https://t.co/lSKNQnflLj",$,"ClimateChange, microgrids","HomelandDems, BillNye",https://t.co/lSKNQnflLj
1309,1309,Nannette Barragán,RepBarragan,2021-06-09T18:45:56.000Z,What Sen. @MatinHeinrich said 👇🏽 https://t.co/cZfYfrhoCY,$,$,MatinHeinrich,https://t.co/cZfYfrhoCY
1310,1310,Nannette Barragán,RepBarragan,2021-06-09T17:59:10.000Z,"We are united in making #Wilmington a safer community.

The partnership between @Ring &amp; @SBCCThriveLA will increase public safety in Wilmington.

SBCC understands Wilmington &amp; has been effective because community members know &amp; trust them.

We will continue to work together.#CA44 https://t.co/7hVDS9CXqJ https://t.co/kTyLAwpOTa",$,"Wilmington, CA44","Ring, SBCCThriveLA","https://t.co/7hVDS9CXqJ, https://t.co/kTyLAwpOTa"
1311,1311,Nannette Barragán,RepBarragan,2021-06-09T14:36:02.000Z,"In @HomelandDems hearing on the threat of #ClimateChange, I asked @Alice_C_Hill of @CFR_org about the link between climate change &amp; migration.

She said extreme weather due to climate change is a major factor driving immigration to our southern border, creating climate #refugees. https://t.co/44YYWPjCew",$,"ClimateChange, refugees","HomelandDems, Alice_C_Hill, CFR_org",https://t.co/44YYWPjCew
1312,1312,Nannette Barragán,RepBarragan,2021-06-09T13:37:30.000Z,"RT @RepPressley: The infrastructure we build today will support the health, safety and well-being of our communities tomorrow.
 
We need to…",RepPressley,$,$,$
1313,1313,Nannette Barragán,RepBarragan,2021-06-08T18:55:51.000Z,RT @HispanicCaucus: The previous administration implemented cruel &amp; inhumane policies that resulted in the traumatic separation of kids fro…,HispanicCaucus,$,$,$
