,Name,Twitter Handle,Time,Content,Retweeting,Hashtags,Tagged,Links
214,John B. Larson,RepJohnLarson,2021-06-20T14:01:00.000Z,"On Father's Day, we reflect on just how much our dads mean to us. We can truly celebrate them, &amp; all parents, by passing federal paid family and medical leave. I passed the first FMLA bill in the country &amp; now I'm proud to support @rosadelauro's FAMILY Act to do that nationally.",",",",",",rosadelauros,",","
215,John B. Larson,RepJohnLarson,2021-06-19T14:00:02.000Z,"Juneteenth commemorates the day Union troops arrived all the way to Galveston, Texas to inform enslaved African Americans of their freedom, long after the Emancipation Proclamation. I am proud to have voted for legislation this week that would make Juneteenth a federal holiday. https://t.co/Uuie39Qvnr",",",",",",",",https://t.co/Uuie39Qvnr,"
216,Rosa DeLauro,rosadelauro,2021-06-20T19:54:11.000Z,"RT @HouseDemocrats: Now that we can get vaccinated, let’s hug our fathers and father figures a little harder today!

#FathersDay https://t.…",",HouseDemocrats,",",",",",","
217,Rosa DeLauro,rosadelauro,2021-06-20T01:41:15.000Z,"Praying for the victims and everyone affected, my colleagues @RepDWStweets and @RepTedDeutch, and the LGBTQ+ community. https://t.co/B5gOJeI4Fp",",",",",",RepDWStweets,RepTedDeutch,",",https://t.co/B5gOJeI4Fp,"
218,Rosa DeLauro,rosadelauro,2021-06-19T20:44:13.000Z,"It was a pleasure joining community leaders in Milford and Wallingford to celebrate Juneteenth. 

Let us root out racism and renew our commitment to advance racial justice and promote policies that address the structural consequences of deepening inequality. https://t.co/BzpOlA7YvW",",",",",",",",https://t.co/BzpOlA7YvW,"
219,Rosa DeLauro,rosadelauro,2021-06-19T19:54:22.000Z,"A child care system that benefits all Americans is one that does right by Black women. By investing in child care, we can begin to reverse the racist history of care work and value child care—and the women who provide it. #Juneteenth https://t.co/0hrXnuM54c",",",",Juneteenth,",",",",https://t.co/0hrXnuM54c,"
220,Jim Himes,jahimes,2021-06-19T21:45:24.000Z,RT @RubenGallego: Bye Felicia!!,",RubenGallego,",",",",",","
221,Jim Himes,jahimes,2021-06-19T21:44:08.000Z,"Very happy to celebrate #JuneTeenth2021 with my friends in #Bridgeport and #Easton.

New federal holiday, and we passed it in strong bipartisan fashion. About time. https://t.co/ZqN6UWV7O6",",",",JuneTeenth2021,Bridgeport,Easton,",",",",https://t.co/ZqN6UWV7O6,"
222,Jim Himes,jahimes,2021-06-19T18:19:19.000Z,RT @POTUS: Our family lost our loving companion Champ today. I will miss him. https://t.co/sePqXBIAsE,",POTUS,",",",",",","
223,Jahana Hayes,RepJahanaHayes,2021-06-20T13:04:59.000Z,Happy Father's Day! https://t.co/jw7cIjFBlh,",",",",",",",https://t.co/jw7cIjFBlh,"
224,Jahana Hayes,RepJahanaHayes,2021-06-19T20:47:09.000Z,"In CT nearly 40,000 people carry the Sickle Cell Trait.

Keep yourself informed on this #WorldSickleCellDay: https://t.co/ZdFWzlQtdj",",",",WorldSickleCellDay,",",",",https://t.co/ZdFWzlQtdj,"
225,Jahana Hayes,RepJahanaHayes,2021-06-19T18:11:33.000Z,"Out and about at Hamilton Park and got my baby a shot of hope!
Thanks @CHCConnecticut 💙 https://t.co/FjKDlx5FZt",",",",",",CHCConnecticut,",",https://t.co/FjKDlx5FZt,"
226,Jahana Hayes,RepJahanaHayes,2021-06-19T16:15:02.000Z,I joined CT community leaders for a discussion on the significance of #Juneteenth. Here is what I had to say: https://t.co/TJ4Z4BzNZe,",",",Juneteenth,",",",",https://t.co/TJ4Z4BzNZe,"
227,Jahana Hayes,RepJahanaHayes,2021-06-19T12:37:57.000Z,Juneteenth honors our ancestors and reminds us of their sacrifices. May we continue to uplift the history of African Americans and their contributions to our country. (2/2),",",",",",",","
228,Jahana Hayes,RepJahanaHayes,2021-06-19T12:37:56.000Z,We made history by signing a bill to make #Juneteenth a federal holiday. It is important as Americans that we all know the significance of this day to our country. I am grateful to be in the position to cast this vote and join President Biden as he signed the bill into law. (1/2) https://t.co/40pAJlhtFx,",",",Juneteenth,",",",",https://t.co/40pAJlhtFx,"
229,Lisa Blunt Rochster,RepLBR,2021-06-19T18:25:34.000Z,Thank you Delaware Black Chamber of Commerce for having me to celebrate #Juneteenth with you this afternoon! https://t.co/PYD25AF07J,",",",Juneteenth,",",",",https://t.co/PYD25AF07J,"
230,Lisa Blunt Rochster,RepLBR,2021-06-19T16:44:05.000Z,I was honored to help kick off the Wilmington Library’s Juneteenth Festival as we celebrate it as a national holiday for the first time. https://t.co/ua2KyKnlu0,",",",",",",",https://t.co/ua2KyKnlu0,"
231,Lisa Blunt Rochster,RepLBR,2021-06-19T13:03:46.000Z,"Today, as we mark the first national Juneteenth, let us celebrate the progress we’ve made, take stock of the work yet to be done, and refuel our mind, body, and spirit for the journey ahead. Today is a day of jubilee. Happy #Juneteenth!",",",",Juneteenth,",",",","
232,Matt Gaetz,RepMattGaetz,2021-06-19T21:31:33.000Z,"January 6th is largely being used as a blood libel against the MAGA movement.

In reality, the Deep State could have been more involved in the violence than those who showed up to peacefully protest. https://t.co/YWVWFFtCYV",",",",",",",",https://t.co/YWVWFFtCYV,"
233,Matt Gaetz,RepMattGaetz,2021-06-19T16:08:28.000Z,"The FBI and Department of Justice have strayed from their original mission.

They’re now engaging as political actors. https://t.co/d4JV6DCZTL",",",",",",",",https://t.co/d4JV6DCZTL,"
234,Matt Gaetz,RepMattGaetz,2021-06-19T15:43:18.000Z,"RT @RedVoiceMedias: What do you think?

https://t.co/ZHFpeO5mIy",",RedVoiceMedias,",",",",",","
235,Neal Dunn,drnealdunnfl2,2021-06-20T14:59:45.000Z,"My father taught me what it means to be a leader, and I hope what I've learned and taught my sons will continue to be passed down for generations to come. Happy Father's Day to all who have made a lasting impact on the next generation! #FathersDay #FL02 https://t.co/nn23XfgdiN",",",",FathersDay,FL02,",",",",https://t.co/nn23XfgdiN,"
236,Neal Dunn,drnealdunnfl2,2021-06-19T18:47:18.000Z,"In a time when his community needed him most, Kevin selflessly stepped up to the plate to unite the community &amp; get the town back on track. I’m incredibly grateful for Mayor Begos’ service and contributions. His family &amp; the citizens of Apalachicola are in my prayers. (2/2) #FL02",",",",FL02,",",",","
237,Neal Dunn,drnealdunnfl2,2021-06-19T18:47:18.000Z,"Apalachicola Mayor Kevin Begos was an outstanding leader in his community, as well as in #FL02. Kevin led Apalachicola through the aftermath of Hurricane Michael &amp; the COVID-19 pandemic, which was no easy feat.",",",",FL02,",",",","
238,Kat Cammack,RepKatCammack,2021-06-20T13:10:00.000Z,"Happy Father's Day to all the incredible fathers, grandfathers, step-fathers, and father figures in #FL03! Here's to your guidance, mentorship, and love. https://t.co/vLZvjKzcBf",",",",FL03,",",",",https://t.co/vLZvjKzcBf,"
239,Kat Cammack,RepKatCammack,2021-06-19T16:40:00.000Z,"It's @SecMayorkas' job to know how many border sectors there are. 

It's his job to know how many CBP agents we have on the ground. 

It's his job to know and he doesn't. A failure of leadership at the highest levels = #BidenBorderCrisis. 

https://t.co/IblWN5S6h3",",",",BidenBorderCrisis,",",SecMayorkas,",",https://t.co/IblWN5S6h3,"
240,Kat Cammack,RepKatCammack,2021-06-19T13:03:00.000Z,"Today formally marks Juneteenth, the day slaves in Texas finally learned of their emancipation in 1865. Juneteenth recognizes liberty, dignity, and our never-ending pursuit of a more perfect union. https://t.co/sYPQ8Lou9y",",",",",",",",https://t.co/sYPQ8Lou9y,"
241,John Rutherford,RepRutherfordFL,2021-06-20T10:34:09.000Z,Happy Father’s Day to my son Michael and all the Dads in Northeast Florida! I hope you enjoy a relaxing day filled with family and friends. #FathersDay https://t.co/ireUNYw5bp,",",",FathersDay,",",",",https://t.co/ireUNYw5bp,"
242,Al Lawson,RepAlLawsonJr,2021-06-19T14:55:11.000Z,"Today, we commemorate #Juneteenth, a day that uplifts the voices of one of the most marginalized groups in American history. Use today to learn more about this holiday. It’s never been more CRITICAL to discuss the historical inequalities in our nation. #JuneteenthIndependenceDay https://t.co/pbfC6HRyOr",",",",Juneteenth,JuneteenthIndependenceDay,",",",",https://t.co/pbfC6HRyOr,"
243,Michael Waltz,michaelgwaltz,2021-06-21T00:21:01.000Z,"This is a perfect example of what China will do to the world with its stranglehold on pharmaceuticals, minerals, and tech. Countries then turn a blind eye to their atrocities and march towards becoming a sole global superpower. https://t.co/5nyhE3s37f",",",",",",",",https://t.co/5nyhE3s37f,"
244,Michael Waltz,michaelgwaltz,2021-06-20T14:59:46.000Z,"Happy #FathersDay to all the Dads around the world and at home today!

The greatest gift in life is to be a father — and every day I wake up blessed to be a #GirlDad! https://t.co/XdggE4Aqqd",",",",FathersDay,GirlDad,",",",",https://t.co/XdggE4Aqqd,"
245,Michael Waltz,michaelgwaltz,2021-06-20T10:44:50.000Z,We cannot abandon the Afghans who fought with us to keep America safe. #NoOneLeftBehind https://t.co/3d9DGHHEVa,",",",NoOneLeftBehind,",",",",https://t.co/3d9DGHHEVa,"
246,Michael Waltz,michaelgwaltz,2021-06-19T21:50:22.000Z,We MUST evacuate those that stood alongside America in the fight against extremism!  #NoOneLeftBehind,",",",NoOneLeftBehind,",",",","
247,Michael Waltz,michaelgwaltz,2021-06-19T21:50:04.000Z,Just heard from a fellow Special Operator that his Afghan partner commander barely survived a Taliban assassination attempt. His wife &amp; child were shot and are hospitalized. This is happening across Afghanistan and time is running out.,",",",",",",","
248,Michael Waltz,michaelgwaltz,2021-06-19T18:51:30.000Z,The Biden Administration will rush to get back into the Iran Deal before Raisi’s inauguration in August. They will make huge concessions to get a deal and then rely on a ultra hardliner to keep it.,",",",",",",","
249,Michael Waltz,michaelgwaltz,2021-06-19T18:51:03.000Z,"First three leaders to congratulate Irans new hard(er)-line President Raisi:
1. Putin
2. Bashar al Assad 
3. Hezbollah leader Nasrallah",",",",",",",","
250,Michael Waltz,michaelgwaltz,2021-06-19T14:55:41.000Z,"#OTD in 1865 enslaved Americans were informed of their freedom, fullfilling the promise of the Emancipation Proclmation. Today, we commemorate those who fought for freedom for all and continue the push for equal opportunity. Happy Juneteenth!",",",",OTD,",",",","
251,Stephanie Murphy,RepStephMurphy,2021-06-20T19:00:01.000Z,"My family fled Vietnam and were given sanctuary in America. On #WorldRefugeeDay, I pray other families fleeing persecution in their native countries will find a safe haven like we did. Grateful to live in a country that is as generous as it is powerful. https://t.co/6CsDVklz4C",",",",WorldRefugeeDay,",",",",https://t.co/6CsDVklz4C,"
252,Stephanie Murphy,RepStephMurphy,2021-06-20T14:05:52.000Z,"Celebrating all the wonderful dads, including my husband Sean. We’re so grateful for the sacrifices you make and the love you give. Happy #FathersDay https://t.co/pvd8YINzFn",",",",FathersDay,",",",",https://t.co/pvd8YINzFn,"
253,Stephanie Murphy,RepStephMurphy,2021-06-19T16:23:37.000Z,Proud to be part of this coalition trying to assist Afghans who worked with our troops and now face severe threats. This is personal. My parents worked with U.S. forces in Vietnam and faced persecution when the communists took power. America gave our family refuge. https://t.co/91ivfNMqPX,",",",",",",",https://t.co/91ivfNMqPX,"
254,Stephanie Murphy,RepStephMurphy,2021-06-19T16:11:24.000Z,"RT @RepDarrenSoto: I agree with @RepStephMurphy that US Dept of @Interior, @USDOT and @NRDems need to investigate major sediment pollution…",",RepDarrenSoto,",",",",",","
255,Stephanie Murphy,RepStephMurphy,2021-06-19T14:17:16.000Z,"Slavery in America ended because Americans of physical &amp; moral courage struggled &amp; sacrificed to abolish this evil institution. On #Juneteenth, we mourn the African Americans who were enslaved, celebrate their release from bondage, &amp; honor those who fought for their freedom. https://t.co/XBVoG0R5MC",",",",Juneteenth,",",",",https://t.co/XBVoG0R5MC,"
256,Darren Soto,RepDarrenSoto,2021-06-20T13:47:01.000Z,#HappyFathersDay2021 to all dads across the district! Here’s a pic of my dad Lou and I. Thanks for helping raise the future of America! 🇺🇸 🙏🏽 ♥️ https://t.co/B536XSYS07,",",",HappyFathersDay2021,",",",",https://t.co/B536XSYS07,"
257,Darren Soto,RepDarrenSoto,2021-06-19T14:19:46.000Z,"I agree with @RepStephMurphy that US Dept of @Interior, @USDOT and @NRDems need to investigate major sediment pollution in Little Wekiva. It’s time to once again #StandUpForWekiva! https://t.co/59QmWQ8pqE",",",",StandUpForWekiva,",",RepStephMurphy,Interior,USDOT,NRDems,",",https://t.co/59QmWQ8pqE,"
258,Val Demings,RepValDemings,2021-06-20T17:37:22.000Z,"Thinking of my father today, and of all the good dads like @OCFLMayor who will do anything for their children. We are grateful every day. Happy #FathersDay.",",",",FathersDay,",",OCFLMayor,",","
259,Val Demings,RepValDemings,2021-06-20T01:46:34.000Z,"As we wait for more information, I am praying for the victims and the safety of Florida's LGBTQ community. Hate has no place here. https://t.co/aGxhp673Hg",",",",",",",",https://t.co/aGxhp673Hg,"
260,Val Demings,RepValDemings,2021-06-19T20:23:54.000Z,"Sing a song full of the faith that the dark past has taught us
Sing a song full of the hope that the present has brought us
Facing the rising sun of our new day begun
Let us march on till victory is won…
#Juneteenth",",",",Juneteenth,",",",","
261,Val Demings,RepValDemings,2021-06-19T20:23:53.000Z,"Lift every voice and sing
Till earth and heaven ring
Ring with the harmonies of Liberty
Let our rejoicing rise
High as the listening skies
Let it resound loud as the rolling sea...",",",",",",",","
262,Val Demings,RepValDemings,2021-06-19T11:41:09.000Z,"Today we celebrate freedom from physical bondage. But freedom is so much more than that. True liberty is freedom from discrimination, racism, poverty, injustice.
 
“Freedom is never really won – you earn it and win it with every generation.”
 
-Ms. Coretta Scott King https://t.co/LSzCKcXTxO",",",",",",",",https://t.co/LSzCKcXTxO,"
263,Val Demings,RepValDemings,2021-06-19T11:35:50.000Z,"Our new nation was established as a beacon of hope. But America’s history, as we all know, is complicated. Our work is not yet done. Let us celebrate #Juneteenth as we should, but let us also recommit to the cause of freedom, liberty, and justice for all. https://t.co/XKdOpWsnwq",",",",Juneteenth,",",",",https://t.co/XKdOpWsnwq,"
264,Daniel Webster,RepWebster,2021-06-20T23:11:43.000Z,Happy #FathersDay! Wishing all dads a day filled with celebration and family.,",",",FathersDay,",",",","
265,Gus Bilirakis,RepGusBilirakis,2021-06-20T18:03:12.000Z,"This #FathersDay, I'm beyond grateful to be celebrating with my dad, Michael Bilirakis. He's been the greatest friend and role model, teaching me to value faith, family, country, and service to others. I hope all fathers are able to spend today enjoying their loved ones. https://t.co/NJvTqr4HQd",",",",FathersDay,",",",",https://t.co/NJvTqr4HQd,"
266,Charlie Crist,repcharliecrist,2021-06-20T14:30:00.000Z,"To all the Fathers out there, I wish you a Happy #FathersDay! Thank you for your love, sacrifice, and never-ending dad jokes! We couldn’t do it without you all ❤️ https://t.co/QlCFrMp0Pm",",",",FathersDay,",",",",https://t.co/QlCFrMp0Pm,"
267,Charlie Crist,repcharliecrist,2021-06-19T14:00:01.000Z,"For the first time in American history, we honor #Juneteenth as an official federal holiday. I urge my neighbors to take time to recognize the significance of this day, honoring the painful truths of our past while celebrating the joys of hard fought civil rights &amp; freedom. https://t.co/LonOaxSGTJ",",",",Juneteenth,",",",",https://t.co/LonOaxSGTJ,"
268,Kathy Castor,USRepKCastor,2021-06-20T23:04:38.000Z,"Wishing a happy #FathersDay to the amazing men out there who love, care and support their families! Enjoy your day. https://t.co/kjmioowijv",",",",FathersDay,",",",",https://t.co/kjmioowijv,"
269,Kathy Castor,USRepKCastor,2021-06-20T14:07:53.000Z,"Saddened to learn of the loss of #Tampa #HometownHero, Guy King. Guy was an incredibly generous, thoughtful &amp;gracious person who made our community better. 🙏 to Debbie, the King family &amp; friends
@GracepointInc @TB_Chamber @TampaYMCA @StrazCenter @TampaBayHistory @MetroMinistries https://t.co/7uWQcei1ey",",",",Tampa,HometownHero,",",GracepointInc,TB_Chamber,TampaYMCA,StrazCenter,TampaBayHistory,MetroMinistries,",",https://t.co/7uWQcei1ey,"
270,Kathy Castor,USRepKCastor,2021-06-19T14:30:38.000Z,"🌅 #Juneteenth is an opportunity to build greater peace and understanding among all people, educate and celebrate the march to equality for all! https://t.co/0IbOf7NwjP",",",",Juneteenth,",",",",https://t.co/0IbOf7NwjP,"
271,Kathy Castor,USRepKCastor,2021-06-19T14:15:11.000Z,"RT @CityofTampa: Thank you to the Tampa Bay Juneteenth Coalition, Buffalo Soldiers, and everyone who joined us for the historic #Juneteenth…",",CityofTampa,",",",",",","
272,Scott Franklin,RepFranklin,2021-06-20T21:25:34.000Z,"RT @WithHonorAction: The Taliban hitmen arrived before his visa did. #FathersDay2021 #EvacuateNow #HonorOurCommitments

Read the full story…",",WithHonorAction,",",",",",","
273,Scott Franklin,RepFranklin,2021-06-20T14:02:04.000Z,Please join me in wishing all the incredible fathers and father figures out there who have sacrificed so much on behalf of their kids! https://t.co/ttzx8TPZly,",",",",",",",https://t.co/ttzx8TPZly,"
274,Greg Steube,RepGregSteube,2021-06-20T15:02:36.000Z,"Happy Father's Day! It is my greatest honor to be a father, and I wish all fathers a wonderful day with your families. https://t.co/zNq5Px3pqY",",",",",",",",https://t.co/zNq5Px3pqY,"
275,Greg Steube,RepGregSteube,2021-06-19T16:17:35.000Z,"Happy Juneteenth!

On this day in 1865, slavery was officially ended in the state of Texas. 

Today we take time to celebrate how far our nation has come.",",",",",",",","
276,Brian Mast,repbrianmast,2021-06-21T00:15:00.000Z,"Biden’s weak foreign policy is giving Putin a green light to attack us.

https://t.co/0iZujeStZz",",",",",",",",https://t.co/0iZujeStZz,"
277,Brian Mast,repbrianmast,2021-06-20T20:45:00.000Z,"Democrats in Congress are pressuring Republicans to allow U.S. taxpayer dollars to be sent to terrorists.  Seriously messed up priorities!

https://t.co/EM58JhrJ4g",",",",",",",",https://t.co/EM58JhrJ4g,"
278,Brian Mast,repbrianmast,2021-06-20T15:15:00.000Z,"Good news in our fight for clean water!

https://t.co/JFG6QYw3ZK",",",",",",",",https://t.co/JFG6QYw3ZK,"
279,Brian Mast,repbrianmast,2021-06-20T12:55:00.000Z,"Happy Father’s Day, dad, and to all the other fathers out there! https://t.co/3VL7SK0Fld",",",",",",",",https://t.co/3VL7SK0Fld,"
280,Brian Mast,repbrianmast,2021-06-19T22:50:00.000Z,"Once again, the truth didn’t matter to the “woke” mob demanding absolute fealty to their far-left cause.  The American people are worse off because our nation’s so-called leaders chose politics instead of science.

https://t.co/nDPP2YoAgt",",",",",",",",https://t.co/nDPP2YoAgt,"
281,Brian Mast,repbrianmast,2021-06-19T15:00:00.000Z,"This week the House passed a bipartisan bill I helped write to reauthorize and strengthen an EPA grant program that provides funds for states to reduce water pollution.

WATCH HERE: https://t.co/pcdpROpHOv",",",",",",",",https://t.co/pcdpROpHOv,"
282,Brian Mast,repbrianmast,2021-06-19T13:15:00.000Z,"The Army Corps is asking the public on whether our community should get more or less discharges from Lake O (seriously!). There is an urgent need to voice your opinion to #StopTheDischarges! 

You can share your experience with toxic discharges here: https://t.co/fGPFMhOByf",",",",StopTheDischarges,",",",",https://t.co/fGPFMhOByf,"
283,Byron Donalds,ByronDonalds,2021-06-20T15:43:32.000Z,"Incredibly proud of my boys! Thankful God chose me to be their dad. 

Happy Father's Day to every father and father figure out there making a difference in their kid's lives. Enjoy your day! #FathersDay https://t.co/jTvSq2WVkQ",",",",FathersDay,",",",",https://t.co/jTvSq2WVkQ,"
284,Byron Donalds,ByronDonalds,2021-06-20T14:48:56.000Z,"RT @SebGorka: Don't forget to wrap up your #FathersDay Weekend with The Gorka Reality Check

The TRUTH about #CriticalRaceTheory 

With...…",",SebGorka,",",",",",","
285,Byron Donalds,ByronDonalds,2021-06-19T13:37:00.000Z,"Juneteenth is a time for reflection, celebration, &amp; pride for a nation &amp; people who have overcome injustice and persevered to become the greatest nation known to man. 

Happy Juneteenth! https://t.co/FCD9mm66GP",",",",",",",",https://t.co/FCD9mm66GP,"
286,Byron Donalds,ByronDonalds,2021-06-19T13:36:59.000Z,Today we celebrate the end of slavery &amp; the beginnings of an America that would later live up to these solemn words: that all men are created equal.,",",",",",",","
287,Lois Frankel,RepLoisFrankel,2021-06-20T18:11:00.000Z,Happy #FathersDay to all the dads and father figures who uplift our communities. Today I remember my own who still inspires me everyday. https://t.co/PlROFKWfQ7,",",",FathersDay,",",",",https://t.co/PlROFKWfQ7,"
288,Lois Frankel,RepLoisFrankel,2021-06-20T15:12:07.000Z,"🌞 Happy First Day of Summer! I hope everyone enjoys everything #PBC has to offer during this season. Stay safe by wearing sunscreen, drinking water, getting the #COVID19 vaccine, and being #HurricaneReady. https://t.co/dNzkcVaqeF",",",",PBC,COVID19,HurricaneReady,",",",",https://t.co/dNzkcVaqeF,"
289,Lois Frankel,RepLoisFrankel,2021-06-19T16:50:21.000Z,"This week, my colleagues and I voted to make Juneteenth a federal holiday, so that all Americans can take the time to learn about our history and work toward achieving the ideals of liberty and justice for all.",",",",",",",","
290,Lois Frankel,RepLoisFrankel,2021-06-19T16:50:21.000Z,"#Juneteenth is a day to celebrate the end of slavery &amp; freedom for all Black Americans, &amp; a day to remember that the fight for equality and justice continues. https://t.co/hwNPS1iGY6",",",",Juneteenth,",",",",https://t.co/hwNPS1iGY6,"
291,Ted Deutch,RepTedDeutch,2021-06-21T00:04:33.000Z,"Happy Father’s Day to all of the dads and everyone celebrating family today. 

Today, I am thinking about my dad, Bernie, and about how proud I am to be Gabby, Serena and Cole’s father. 
 
Wishing everyone a safe and memorable holiday with the people you love! https://t.co/TwXAqAElCi",",",",",",",",https://t.co/TwXAqAElCi,"
292,Ted Deutch,RepTedDeutch,2021-06-20T01:26:25.000Z,"Devastated by the horror we saw at Wilton Manors Pride.

Mourning life taken &amp; praying for injured &amp; families of both.

Intensely grateful for police who sprung to action before us to save lives.

I’m so sorry, Wilton Manors. I’m so sorry, my friends. 🏳️‍🌈💔 https://t.co/Cofmz4Ezzy",",",",",",",",https://t.co/Cofmz4Ezzy,"
293,Ted Deutch,RepTedDeutch,2021-06-19T22:28:12.000Z,"When the UN focuses on real human rights abuses, it matters.  

The military took power in a brazen coup and should not have access to international arms. It must release all political prisoners and return the country to its elected leaders.
 https://t.co/aXdu75I2wW",",",",",",",","
294,Ted Deutch,RepTedDeutch,2021-06-19T20:15:56.000Z,"Raisi was part of commission that oversaw executions of thousands of prisoners in Iran-Iraq war and now he is president. We will continue to speak out against the Iranian regime's human rights abuses. 

https://t.co/aeVlC2xyTj",",",",",",",",https://t.co/aeVlC2xyTj,"
295,Ted Deutch,RepTedDeutch,2021-06-19T20:15:56.000Z,"The people of Iran deserve to have their voices heard in free and fair elections. They should determine the direction of their own country, not a sham election.  https://t.co/vEiwKYvGMm",",",",",",",","
296,Debbie Wasserman Schultz,RepDWStweets,2021-06-20T15:09:23.000Z,"Happy Father’s Day! Parenting is harder &amp; more costly than ever. The pandemic only made it tougher. That's why @HouseDemocrats passed an expanded #ChildTaxCredit. Checks roll out in July, and can be used on anything from diapers to college funds.
https://t.co/B2ZFsdRmR9",",",",ChildTaxCredit,",",HouseDemocrats,",",https://t.co/B2ZFsdRmR9,"
297,Debbie Wasserman Schultz,RepDWStweets,2021-06-20T01:58:56.000Z,"We’re praying for the victims and their loved ones as law enforcement investigates, and I am providing them with whatever assistance I can. I am so heartbroken by what took place at this celebration. May the memory of the life lost be for a blessing.",",",",",",",","
298,Debbie Wasserman Schultz,RepDWStweets,2021-06-20T01:58:56.000Z,I want to thank our first responders for their heroic efforts as both police and emergency medical personnel stepped into action quickly.,",",",",",",","
299,Debbie Wasserman Schultz,RepDWStweets,2021-06-20T01:58:56.000Z,"I am deeply shaken and devastated that a life was lost and others seriously injured at tonight’s @WiltonManorsCty Stonewall #Pride Parade. My staff, volunteers and I are thankfully safe.",",",",Pride,",",WiltonManorsCty,",","
300,Debbie Wasserman Schultz,RepDWStweets,2021-06-19T15:57:58.000Z,"Gender confirmation surgery is lifesaving. Proud to see @SecVetAffairs McDonough standing up for trans vets this #Pride  month!
https://t.co/HDG4fJJjz6",",",",Pride,",",SecVetAffairs,",",https://t.co/HDG4fJJjz6,"
301,Debbie Wasserman Schultz,RepDWStweets,2021-06-19T12:15:42.000Z,"#Juneteenth is not only a joyous celebration of Black America’s freedom, history and triumphs, it is also an opportunity to reflect on just how far as a nation we still must travel to bring liberty and justice to all. https://t.co/qVtnmbYw9u",",",",Juneteenth,",",",",https://t.co/qVtnmbYw9u,"
302,Frederica Wilson,RepWilson,2021-06-20T17:31:59.000Z,"Thank you, @WynwoodMiami Business Improvement District for this expression of appreciation. #Pride https://t.co/8MKgwLO2zz",",",",Pride,",",WynwoodMiami,",",https://t.co/8MKgwLO2zz,"
303,Frederica Wilson,RepWilson,2021-06-20T13:23:45.000Z,"I, too, am saddened by this tragedy, and thankful that you and everyone else are safe. You’re all in my prayers. https://t.co/jANhGQbaVG",",",",",",",",https://t.co/jANhGQbaVG,"
304,Frederica Wilson,RepWilson,2021-06-20T12:00:01.000Z,A very Happy Father's Day to District 24 dads and all of the men fathering children not their own. I hope your day is filled with love and joy! https://t.co/ORxnJk7QCu,",",",",",",",https://t.co/ORxnJk7QCu,"
305,Frederica Wilson,RepWilson,2021-06-20T06:23:16.000Z,"RT @VP: We have come far. And we have far to go. But today is a day of celebration.
 
Happy Juneteenth, everybody! https://t.co/7CB4cjQOWN",",VP,",",",",",","
306,Frederica Wilson,RepWilson,2021-06-20T06:22:56.000Z,"RT @BarackObama: Now that Juneteenth is a federal holiday, take a minute to learn about Opal Lee—the woman who did more than anyone to make…",",BarackObama,",",",",",","
307,Frederica Wilson,RepWilson,2021-06-20T06:21:26.000Z,#Sigh. https://t.co/JmBanNk2eI,",",",Sigh,",",",",https://t.co/JmBanNk2eI,"
308,Frederica Wilson,RepWilson,2021-06-20T02:47:46.000Z,Wishing all Americans a Happy #Juneteenth! ⁦@CityNMB⁩ https://t.co/BFc6l5iPtu,",",",Juneteenth,",",CityNMB,",",https://t.co/BFc6l5iPtu,"
309,Frederica Wilson,RepWilson,2021-06-20T02:30:35.000Z,"Best #Juneteenth ever! Thank you, @CityNMB! https://t.co/q3ttyaoDvy",",",",Juneteenth,",",CityNMB,",",https://t.co/q3ttyaoDvy,"
310,Frederica Wilson,RepWilson,2021-06-20T02:28:59.000Z,Freedom! https://t.co/SklED2ZUEI,",",",",",",",https://t.co/SklED2ZUEI,"
311,Frederica Wilson,RepWilson,2021-06-20T02:19:10.000Z,Enjoyed meeting ⁦@WynwoodMiami⁩ improvement district board members today. https://t.co/Gkqe7QrP6Y,",",",",",WynwoodMiami,",",https://t.co/Gkqe7QrP6Y,"
312,Frederica Wilson,RepWilson,2021-06-20T02:14:55.000Z,"Oh, happy day! #Juneteenth https://t.co/87puqk8A0y",",",",Juneteenth,",",",",https://t.co/87puqk8A0y,"
313,Frederica Wilson,RepWilson,2021-06-20T02:13:41.000Z,.⁦@POTUS⁩ said that signing the #Juneteenth National Independence Day Act is one of the greatest honors of his time in office. It was an honor to witness. https://t.co/wp2dTRBCM6,",",",Juneteenth,",",POTUS,",",https://t.co/wp2dTRBCM6,"
314,Frederica Wilson,RepWilson,2021-06-20T01:54:19.000Z,One of my most favorite things to do is getting to know the youngest members of our community and it was a pleasure to mark #Juneteenth with these two bright young minds! https://t.co/mOlXjIprWF,",",",Juneteenth,",",",",https://t.co/mOlXjIprWF,"
315,Frederica Wilson,RepWilson,2021-06-20T01:49:22.000Z,Learned something new today at ⁦@CityNMB⁩’s #Juneteenth celebration. https://t.co/xU8qfXMDXd,",",",Juneteenth,",",CityNMBs,",",https://t.co/xU8qfXMDXd,"
316,Frederica Wilson,RepWilson,2021-06-20T01:41:45.000Z,⁦@WynwoodMiami⁩ #Pride! https://t.co/OoHv4iE7T1,",",",Pride,",",WynwoodMiami,",",https://t.co/OoHv4iE7T1,"
317,Frederica Wilson,RepWilson,2021-06-20T01:30:24.000Z,Celebrating #Juneteenth and receiving the key to ⁦@CityNMB⁩! https://t.co/RdNfK46Zwq,",",",Juneteenth,",",CityNMB,",",https://t.co/RdNfK46Zwq,"
