id:ID,Content,Time,:LABEL
623,A BIG deal — Hubig’s Pies is back! So happy that the Ramsays are bringing back this New Orleans tradition. #BFD #LA02 https://t.co/kDgP1dSiJd,2022-11-06 20:06:03+00:00,Tweet
624,"#TeamCarter hit the ground running this week informing young learners about the opportunity to apply for a Military Service Academy nomination.

Please visit my website for more details. The application deadline is 12/9/22! https://t.co/uljTvDxcVm #LA02 #MilitaryServiceAcademies https://t.co/V7FzmWWrYc",2022-11-06 15:00:02+00:00,Tweet
625,"Attention Luzerne County residents: If you were unable to vote today due to paper shortages and other issues, reminder that polls will be open until 10 p.m. TONIGHT. 
I fully support this extension to allow for maximum voter participation.",2022-11-08 22:44:18+00:00,Tweet
626,"My second Veterans Day event was a deeply moving chickenskin welcome home at HNL for 28 Hawai’i vets returning from an Honor Flight Network (https://t.co/0oR7whwsOk) visit to DC, several for their first time. https://t.co/7EuFrA41mc",2022-11-12 05:04:29+00:00,Tweet
627,"I joined in honoring our nation’s some 23 million veterans and all who came before and will follow them at two ceremonies today, this first at our O’ahu Veterans Council’s Veterans Day Ceremony 2022 at Punchbowl. https://t.co/mTy474Z7hC",2022-11-12 02:38:18+00:00,Tweet
628,Another link to info on an issue of concern to vets this Veterans Day week: https://t.co/ZhgFgyZYo7,2022-11-11 05:17:31+00:00,Tweet
629,"Another post for this Veterans Day week, this on one of our most basic and appropriate benefits for vets and families:  https://t.co/x5XzdFISD9",2022-11-10 03:36:57+00:00,Tweet
630,"A deep mahalo to all who exercised your right to vote on Election Day! I reflected on the elections and the path forward on two morning shows here: 
https://t.co/JbFzWsui40

https://t.co/knJJCsEcuI",2022-11-09 23:40:15+00:00,Tweet
631,"This Veterans Day week, I’m sharing some helpful links to programs and issues for our vets and to-be-vets. For today, here’s a helpful link on how to file a pre-discharge claim for disability benefits 180-90 days before you leave the military: https://t.co/r0Hxpzz823",2022-11-08 23:55:41+00:00,Tweet
632,Vote in person at Voter Service Centers or by dropping your mail ballot at one of fifteen drop boxes around O’ahu (https://t.co/UHsjDjwtRn). By 7 PM! Questions: (808) 453-VOTE (8683). #Election2022,2022-11-08 18:49:25+00:00,Tweet
633,Election Day! Please vote (by 7 PM) if you haven’t already. You can still register online (https://t.co/ShZTXX57l6) or in person (O’ahu: Voter Service Centers at Honolulu Hale and Kapolei Hale). #Election2022 https://t.co/eBZU7c9Fh1,2022-11-08 18:49:07+00:00,Tweet
634,"In this Veterans Day week, I’ll share some helpful links to programs and issues for our vets. My office and I are always available to help:
https://t.co/jlkzCdqJUO",2022-11-07 23:12:39+00:00,Tweet
635,"...This U.S. Department of Justice hotline, managed by the Office for Victims of Crime, is staffed by experienced professionals who provide personalized support to callers by assessing the needs of the victim and identifying relevant next steps.(2/2)",2022-11-07 03:39:33+00:00,Tweet
636,"Unfortunately, scams targeting our kūpuna are all too prevalent right now. If you or someone you know is age 60 or older and has been a victim of financial fraud, call the National Elder Fraud Hotline... (1/2) https://t.co/hoC9uVZa0B",2022-11-07 03:39:32+00:00,Tweet
637,"Not having a photo ID may have prevented some people from making their voices heard in the poll booth this past Tuesday. 

I introduced the IDs for an Inclusive Democracy Act to create a no-cost, federal photo ID available to all Americans over 14. https://t.co/0NANVuqp93",2022-11-12 18:48:52+00:00,Tweet
638,"On #VeteransDay, we recommit ourselves to honoring our veterans and their families with action. This year, I voted to pass bills that will:

✅Honor our pact with toxic-exposed veterans
✅Reduce veteran suicide
✅Ensure every day in uniform counts toward GI Bill benefits https://t.co/nkrimVRG63",2022-11-11 16:48:13+00:00,Tweet
639,"Applications for my Spring 2023 internship program are open until November 18th! Civically engaged college students are encouraged to apply to both or either office. For more information, and to apply, visit: https://t.co/y1OHhycIxp https://t.co/ohFo1Mzpw1",2022-11-10 21:14:58+00:00,Tweet
640,"Today is the day. Do you have a plan to vote in #Election2022? For answers to your voting questions, check out this site: https://t.co/oMryq67Hl6",2022-11-08 14:00:02+00:00,Tweet
641,"From helping constituents navigate federal agencies to hosting town halls and lowering the prices of their prescription drugs, I’ve been working hard to deliver for the 6th District. To see how my office can help you, visit https://t.co/PUDmDyeGkA https://t.co/sLTXndETjT",2022-11-07 15:24:26+00:00,Tweet
642,"In the past two years, I have brought 24,100 jobs to Illinois’ 6th District thanks to bills like the American Rescue Plan and the CHIPS and Science Act. https://t.co/Gb6BnTKr5p",2022-11-06 22:13:29+00:00,Tweet
643,"🚨NEWS: Four projects in Illinois are receiving funding from @EPA to improve air quality monitoring, which is essential in the fight against the climate crisis and will allow us to continue to see improvements in health in families across our communities
https://t.co/D9RWObjO4i",2022-11-05 22:32:00+00:00,Tweet
644,"Attention #Medicaid consumers: Renewals are coming back! Many were paused due to #COVID19. To get ready, make sure your state knows where to send your #Medicaid renewal letter -- if you moved, make sure your state has your address, email, and phone number: https://t.co/LEHjDOKGu7",2022-11-05 22:01:31+00:00,Tweet
645,"Good news for 🇺🇸- record job creation: 10 million new jobs!
 
Democrats are delivering lower costs for health care, energy and everyday expenses while also seeing incomes on the way up 👏",2022-11-12 15:32:47+00:00,Tweet
646,"Tampa Bay area veterans will receive long overdue health coverage for toxic exposures and burn pits through the #PACTAct.
 
Our own DJ Reyes deserves credit for his advocacy for his veteran community each day to make their lives easier ⬇️ https://t.co/A51bjeASaR",2022-11-11 16:47:25+00:00,Tweet
647,Every day is veterans day in my office. I am proud to have hard working staff members who are veterans and families of veterans to help serve those who have served us 🇺🇸👏 https://t.co/lEv7IjXBfU,2022-11-11 16:42:16+00:00,Tweet
648,"Earlier this year, I was honored to meet the Sergi family &amp; present them with TEN WWII medals earned by the late Pvt. Rocco Sergi, including the Bronze Star and POW medal.
 
His valiant service to our country is emblematic of the greatest generation. Read more about Pvt. Sergi⬇️ https://t.co/zVTHPYzpmf",2022-11-11 16:42:14+00:00,Tweet
649,"Felicia Pecora, a combat veteran and former police officer continues to serve our community by teaching critical safety skills to local educators and students. 

🔗https://t.co/U5b7ONGabt",2022-11-11 16:42:13+00:00,Tweet
650,"#FL14 is rich with veterans we are honored to call our hometown heroes 🇺🇸
 
Check out the inspiring stories from veterans and their families in our community to honor their service⬇️🧵 https://t.co/9oUefnWZ7j",2022-11-11 16:42:12+00:00,Tweet
651,"Today we honor the brave veterans who devoted their lives to our freedom.
 
Our #TampaBay community is grateful for all of our veterans. In Congress, I'm committed to serving our veterans as well as they've served us. #VeteransDay2022 🇺🇸 https://t.co/2tUOqhfDX9",2022-11-11 14:00:47+00:00,Tweet
652,"RT @ClimateCrisis: At #COP27, Chair @USRepKCastor touts the incredible progress @HouseDemocrats have made on climate action - including the…",2022-11-10 15:52:26+00:00,Tweet
653,"RT @AtlanticCouncil: “They have not really been partners in tackling the climate crisis,” says @USRepKCastor of her Republican colleagues i…",2022-11-10 14:04:06+00:00,Tweet
654,"#TBT to @SecBecerra’s visit with seniors to discuss historic lower prescription drug costs, thanks to the Inflation Reduction Act!
 
Don’t forget, open enrollment has begun! Visit https://t.co/rn8S45IYzj today to find an affordable coverage plan for you and your family. https://t.co/J4FM9rwmJj",2022-11-10 14:03:54+00:00,Tweet
655,RT @SpeakerPelosi: Join @USRepKCastor and me for a moderated conversation on climate with @ArshtRock at #COP27. https://t.co/ygLBu7CR5z,2022-11-10 13:21:14+00:00,Tweet
656,RT @KBMcLeodFLA: Such an honor to sit with @SpeakerPelosi &amp; @USRepKCastor at #COP27 ! Hearing them urgently advocate for inclusive #climate…,2022-11-10 13:18:05+00:00,Tweet
657,RT @ClimateCrisis: Chair @USRepKCastor + Select Committee Members  @RepBonamici @RepHuffman @RepCasten @RepEscobar joining @SpeakerPelosi c…,2022-11-09 22:07:45+00:00,Tweet
658,RT @ClimateCrisis: TOMORROW @ 6:15AM: Chair @USRepKCastor joins @SpeakerPelosi in a conversation at #COP27 in Egypt to discuss how the U.S.…,2022-11-09 22:07:22+00:00,Tweet
659,"RT @AtlanticCouncil: Do not miss this timely conversation with @SpeakerPelosi tomorrow, November 10, at 6:15 am ET / 1:15 pm EET!

Speaker…",2022-11-09 22:06:48+00:00,Tweet
660,RT @MoffittNews: .@MoffittNews remains open while we continue to monitor tropical storm Nicole. No closures are anticipated at this time. M…,2022-11-09 15:43:36+00:00,Tweet
661,"RT @AddisonGDavis: We have made the decision to close schools tomorrow, Thursday, November 10th due to impacts from TS Nicole. To preserve…",2022-11-09 15:41:27+00:00,Tweet
662,"Great to meet with @BayCare representatives in my Tampa office last week to discuss the importance of keeping our community healthy and well.
 
Thank you for all you do! https://t.co/l28fLHhB7K",2022-11-09 15:21:42+00:00,Tweet
663,RT @WhiteHouse: Republicans in Congress want to repeal the improvements to the Affordable Care Act in the Inflation Reduction Act – which w…,2022-11-08 21:18:38+00:00,Tweet
664,"RT @WhipClyburn: In just 2 years under @POTUS and Democrats' leadership, Congress has passed:
 
✅ The Inflation Reduction Act
✅ Chips &amp; Sci…",2022-11-08 21:06:06+00:00,Tweet
665,RT @WhiteHouse: Every single Republican in Congress voted against taking the biggest step forward on climate in American history.,2022-11-08 21:05:25+00:00,Tweet
666,"RT @WhiteHouse: The Inflation Reduction Act gives families more breathing room by lowering prescription drug, health care, and energy costs…",2022-11-08 20:26:17+00:00,Tweet
667,"RT @WhiteHouse: Every single Republican in Congress voted against:
❌Giving Medicare the power to negotiate prescription drug prices
❌Cappin…",2022-11-08 03:05:55+00:00,Tweet
668,"RT @WhiteHouse: For the first time in a long time, large corporations are beginning to pay their fair share in federal taxes.

Under the Co…",2022-11-07 22:37:58+00:00,Tweet
669,"RT @WhiteHouse: If Congressional Republicans have their way, the $35-a-month cap on insulin for seniors will be eliminated.",2022-11-07 00:35:21+00:00,Tweet
670,RT @mcpli: One positive out of this election is that election denialism seems to be out of fashion (for the most part) and concession speec…,2022-11-12 18:05:55+00:00,Tweet
671,RT @RosieTorres73: The Robstown couple battled for 13 years to help get veterans suffering from the effects of burn pit exposure added bene…,2022-11-12 16:20:13+00:00,Tweet
672,"A few weeks ago, I toured @k9sforwarriors’s San Antonio compound to see how service dogs help veterans adapt to life after active duty.

In Congress, I’m proud to work with my colleagues to deliver the resources and support our veterans deserve. 
https://t.co/QNyCEeeLE7",2022-11-12 00:51:32+00:00,Tweet
673,"RT @JHockenbrough: If there were a competition for the most scandal-plagued elected official in the United States, Texas Attorney General K…",2022-11-11 23:03:37+00:00,Tweet
674,"RT @oscarlopezgib: More than 100,000 people are missing in Mexico. But even amid this national agony, Maria Herrera’s story stands out both…",2022-11-11 22:49:36+00:00,Tweet
675,"RT @SpeakerPelosi: Together, President Biden and the Democratic Congress have enacted the largest climate investment in our nation's histor…",2022-11-11 20:55:10+00:00,Tweet
676,Saddened to hear about Gary Martin’s death. Gary was with the @ExpressNews for many years and was the DC Bureau Chief when I got to Congress. He was a kind soul who was always generous with his time and unshakeable in his reporting. He will be terribly missed.,2022-11-11 20:52:41+00:00,Tweet
677,"Earlier this year, I was proud to vote for the Honoring Our PACT Act, a historic expansion of veterans’ benefits.

Applications for benefits under the PACT Act are now open. Learn more ⤵️
https://t.co/ZmOJGdqDhv",2022-11-11 14:59:41+00:00,Tweet
678,"San Antonio is deeply grateful to all the veterans who served and sacrificed for our great nation.

My office is honored to help veterans access the VA benefits they earned. If you need help, please call 210-348-8216 or visit my website: https://t.co/2ckyiXOz31 https://t.co/xE02JazDeT",2022-11-11 14:59:39+00:00,Tweet
679,"RT @washingtonpost: Federal investigators accuse Packer Sanitation Services of employing at least 31 youths, ages 13 to 17, to clean kill f…",2022-11-11 14:42:00+00:00,Tweet
680,"RT @NBCNews: As Americans honor the valor and sacrifice of the nation’s armed forces on Veterans Day, Latino veterans, scholars and experts…",2022-11-11 11:50:17+00:00,Tweet
681,"RT @NBCNews: California will be the first state to produce insulin for its residents, which experts see as a road map for other states to m…",2022-11-11 04:32:07+00:00,Tweet
682,RT @saracress: TCEQ will continue to TCEQ and there's not a damn thing anyone can do about it with Republicans in charge of our state.,2022-11-11 00:14:43+00:00,Tweet
683,"In August, @NISDSotomayor — named after the first Latina appointed to the U.S. Supreme Court, Sonia Sotomayor — opened its doors to serve San Antonio’s growing far West Side.

Last night, I was thrilled to attend the official dedication of the school. Go Wildcats! https://t.co/H4iMGC159A",2022-11-10 21:15:26+00:00,Tweet
684,RT @SPerez_Unidos: Latinos have reaffirmed their decisive role in our political landscape. Latino voters reject extremism &amp; oppose taking a…,2022-11-10 20:00:10+00:00,Tweet
685,"RT @RexChapman: “Man shoots, kills his neighbor because ‘he thought he was a Democrat,’ Ohio family says”https://t.co/dbNZ0zxBb1",2022-11-10 19:49:54+00:00,Tweet
686,RT @KatiePhang: NEW: Alex Jones ordered to pay an extra $473 million for “promoting false conspiracy theories about the Sandy Hook school m…,2022-11-10 19:40:12+00:00,Tweet
687,@SteveBresnen @HCookAustin @HKronberg @quorumreport What happened?,2022-11-10 19:30:53+00:00,Tweet
688,"RT @laurenspieller: We are all understandably busy with the midterms but everyone in publishing should be reading this

In Written Opinion,…",2022-11-10 19:26:17+00:00,Tweet
689,"Every year, the @JimenezDinner brings our community together to prepare 25,000 meals during the holidays for San Antonians facing hunger on Thanksgiving.

If you're a homebound resident or know of one in need of a Thanksgiving meal this year, call 211 today 👇 https://t.co/u4WmPWyBpo",2022-11-10 17:46:40+00:00,Tweet
690,RT @ksatnews: Leaders of two of the nation’s largest nonpartisan Latino groups said the predicted “red wave” of Latino voters in South Texa…,2022-11-10 17:27:00+00:00,Tweet
691,RT @AdamSerwer: Palpable disappointment from pundits and media personalities who wanted dems to get shellacked so it would make their takes…,2022-11-10 03:19:08+00:00,Tweet
692,"RT @owillis: biden outperformed expectations in the midterms, heres why thats bad news for joe biden https://t.co/bhuyeTJ9uq",2022-11-09 23:14:48+00:00,Tweet
693,"Today, it was my honor to recognize the service of 4 San Antonio veterans — Lt. Col. Olga Custodio, CDR Sherri Zimmerman, Maj. Serafina De Los Santos &amp; Maj. Erika Gonzalez — with tributes in the Congressional Record.

Thank you to these outstanding women and all those who served. https://t.co/LxGjsWbLVb",2022-11-09 21:48:25+00:00,Tweet
694,RT @KevinLevin: Twenty percent voted to maintain slavery as a punishment in Tennessee. Let that sink in for a minute. https://t.co/rB8YmDnw…,2022-11-09 12:39:31+00:00,Tweet
695,"RT @fvaraorta: The focus on conservative Latinos - which shouldn’t be a surprise to us from these communities due to religion, gender role…",2022-11-09 06:16:12+00:00,Tweet
696,RT @jherrerx: Here's a fact you won't see in the headlines: Polling shows a healthy majority of Hispanics in Texas support abortion access…,2022-11-09 06:15:37+00:00,Tweet
697,San Antonians — if you’re in line to vote at 7pm they have to let you vote! Please don’t leave the line.,2022-11-09 00:49:53+00:00,Tweet
698,RT @donmoyn: We are so used to it that we lose sight of how extraordinary it is that a leader of one of the two major American political pa…,2022-11-09 00:29:54+00:00,Tweet
699,RT @joshbrodesky: Will be fun. We'll start with @Judge_wolff at about 8 p.m. and then @JoaquinCastrotx will join us at about 8:30 p.m. We'l…,2022-11-08 14:39:36+00:00,Tweet
700,"As a registered voter, know your rights on Election Day.

If you’re waiting in line when polls close, you can stay in line until you cast a ballot.

Learn more 👇 https://t.co/c0xpaYxp4l",2022-11-08 13:20:00+00:00,Tweet
701,"Today is Election Day! Make a plan with your family and friends to cast your vote.

San Antonians can find their polling location here: https://t.co/CiXRUExQzl",2022-11-08 13:01:08+00:00,Tweet
702,RT @rolandsmartin: This is white nationalism from @LindseyGrahamSC,2022-11-08 07:21:50+00:00,Tweet
703,RT @mehdirhasan: This is what Kari Lake and Don Jr mocked and laughed at. This is what Donald Trump and Ted Cruz cast doubt on. To borrow a…,2022-11-08 07:05:52+00:00,Tweet
704,"RT @POTUS: Ted Cruz said that folks who are receiving student debt relief are a bunch of “slackers.”
 
Who in God’s name do these guys thin…",2022-11-07 05:57:28+00:00,Tweet
705,RT @FBI: Intentionally deceiving people who are eligible to vote so they don’t show up to the polls is a federal crime called voter suppres…,2022-11-07 03:08:56+00:00,Tweet
706,"RT @ABC: Texas Gov. Abbott, who is currently running for reelection, has appeared to make access to mental health care a political priority…",2022-11-07 01:18:07+00:00,Tweet
707,"RT @nytimes: Every year, one of the nation’s most intense championship rivalries takes place in Starr County, Texas. But these high school…",2022-11-06 22:02:06+00:00,Tweet
708,"RT @ceciliaballi: For several months last year, I immersed myself along with the talented photographer @benlowy in the world of high school…",2022-11-06 21:31:50+00:00,Tweet
709,RT @ReichlinMelnick: What a perfect example of border fearmongering. Right-wing journalists respond to a person saying that the border isn'…,2022-11-06 18:15:33+00:00,Tweet
710,"RT @propublica: Texas' Department of Public Safety claimed on Facebook that troopers had ""encountered over 700 criminal gang members” durin…",2022-11-06 09:31:40+00:00,Tweet
711,"I had a great time delivering the coin toss at last night’s @EISDofSA Salsa Bowl XIV and seeing families and students show off their school spirit.

Congrats to both Kennedy High School and Memorial High School on a hard-fought game! https://t.co/RjBbM0t9v9",2022-11-05 20:50:08+00:00,Tweet
712,"Today we remember those who have served, and the sacrifices they gave for our freedom. https://t.co/3CGDQoVHk0",2022-11-11 15:48:14+00:00,Tweet
713,North Carolina! Head to the polls! Make your voice heard!,2022-11-08 16:17:07+00:00,Tweet
714,"Happy Veterans Day to all the men and women who have served, and are serving, in our nation’s armed services. We owe you a tremendous debt of gratitude for your willingness to risk your life to protect the freedoms and ideals we hold dear. God bless you, and God bless America! https://t.co/Sz8nDLQpLt",2022-11-11 22:36:28+00:00,Tweet
715,"As a strong supporter of our nation’s small businesses, I’m honored to receive the Heroes of Main Street award from @NRFnews. Thanks to Jamie Ward, CEO @TireDiscounters, and Alex Boehnke, Manager of Public Affairs @OhioMerchants for presenting the award. https://t.co/G69110kuCA",2022-11-07 21:31:55+00:00,Tweet
716,Happy 247th birthday to the @USMC. This day always reminds us of the courage and sacrifice shown by those who wear the uniform with honor. We are thankful for your service.,2022-11-10 15:03:13+00:00,Tweet
717,@ZerlinaMaxwell We’ve got work to do!,2022-11-10 14:19:08+00:00,Tweet
718,@ZerlinaMaxwell It was a pleasure joining you this morning!,2022-11-10 14:17:57+00:00,Tweet
719,Great morning conversation with @ZerlinaMaxwell! https://t.co/CkH3emngi5,2022-11-10 13:45:40+00:00,Tweet
720,The Department’s monitoring assistance balances the scales of voter security and safety. The DOJ has observed local election procedures nationwide since 1965. I see no valid reason to reject the DOJ’s assistance at such a pivotal time in our democracy.,2022-11-08 23:15:08+00:00,Tweet
721,"Given our current climate, we cannot afford to play political games. Especially when fully armed, masked men incite voter intimidation at vote-by-mail drop-off locations, escalate political violence, and make unfounded allegations of voter fraud—despite insufficient evidence.",2022-11-08 23:15:07+00:00,Tweet
722,The blatant attempts to sidestep the same accountability measures the state deems imperative when executing erroneous voter fraud arrests are a clear example of political theater.,2022-11-08 23:15:07+00:00,Tweet
723,The DeSantis administration’s attempts to block Department of Justice (DOJ) election monitors’ access to Broward and Palm Beach counties polling places are unjust.,2022-11-08 23:15:06+00:00,Tweet
724,"Decisions are made by those who show up, and I want you to have a seat at the table. Voting is your right, and your responsibility. #Election2022

Learn more about voting here: https://t.co/259HE7Jo4l",2022-11-08 17:30:12+00:00,Tweet
725,DISTRICT UPDATE: A hurricane watch is now in effect for Palm Beach &amp; Broward Counties. Please stay tuned to announcements from your local emergency management officials for updates on Subtropical Storm Nicole.,2022-11-07 19:40:35+00:00,Tweet
726,Are you a first time voter this #Election2022? Do you have questions about voting? Check out this gov site to get answers: https://t.co/n44p7413N4,2022-11-07 19:11:21+00:00,Tweet
727,"On Tuesday, the American people showed up and voted overwhelmingly for reproductive freedom. 

Turns out, if you rip the rights of millions of Americans away in an instant, they are going to have something to say about it. #bansoffourbodies 

https://t.co/Eg78er9lQY",2022-11-10 21:17:01+00:00,Tweet
728,"As a psychologist &amp; former educator, I know the critical role school psychologists play in student well-being.

This #SchoolPsychWeek, I'm committed to helping schools hire more psychologists through legislation like my Increasing Access to Mental Health in Schools Act. https://t.co/tEzCqwGqBB",2022-11-10 21:15:27+00:00,Tweet
729,"All across our country, Americans from all walks of life are heading to the polls to exert their sacred right to vote. 

I urge you to join them. Make your voice heard today! #ElectionDay #Vote",2022-11-08 16:57:03+00:00,Tweet
730,"RT @RepCicilline: Had a great time at the Gala PVD in support of @OpenDoorHealth and their mission to provide safe, confidential, and inclu…",2022-11-12 01:59:47+00:00,Tweet
731,RT @RepCicilline: Thank you @RI_Vets for planning and organizing such a meaningful ceremony today. https://t.co/CF1x9dRWPh,2022-11-11 21:26:25+00:00,Tweet
732,"RT @RepCicilline: Glad to join my alma mater @BrownUniversity for their Veterans Day event. 

Thank you to my former colleague and current…",2022-11-11 18:08:46+00:00,Tweet
733,RT @RepCicilline: Great to be joining the Infantry Lodge for their annual Veterans Gathering! https://t.co/SeKC2oJOpF,2022-11-11 17:32:11+00:00,Tweet
734,"RT @RepCicilline: Thanking all those who have served in our nation’s military on this #VeteransDay.

As we honor and thank our vets &amp; their…",2022-11-11 16:23:58+00:00,Tweet
735,"RT @RepCicilline: Great to join Woonsocket Senior Center for its annual Veterans Appreciation Dinner. 

Thank you to all the veterans I met…",2022-11-11 03:05:05+00:00,Tweet
736,"RT @RepCicilline: Thank you, Jim, for your decades of service to Rhode Island and our country.

Your dedication to your constituents and ou…",2022-11-11 01:10:27+00:00,Tweet
737,"RT @RepCicilline: TY @VAProvidence for once again hosting your Annual Veterans Day Observance, providing us space to honor all Rhode Island…",2022-11-10 18:00:26+00:00,Tweet
738,"RT @RepCicilline: Happy 247th birthday to the @USMC!

To all those, present and past, who have bravely served in the Marine Corps, we honor…",2022-11-10 18:00:17+00:00,Tweet
739,"RT @fred_guttenberg: Thank you @POTUS @JoeBiden.  

""We passed the most bipartisan legislation in 30 years but we didn't ban assault weapon…",2022-11-10 01:13:08+00:00,Tweet
740,RT @GeorgeTakei: Has anyone explained to Herschel Walker that “run-off” doesn’t mean what he did to his kids?,2022-11-09 18:51:47+00:00,Tweet
741,Thank you Rhode Island for your trust &amp; the honor to serve you for 2 more years. I also want to congratulate my friend @SethMagaziner on his victory in RI-02! I look forward to working with him in Congress on behalf of all Rhode Islanders. https://t.co/Z0e8o2tIxQ,2022-11-09 03:13:20+00:00,Tweet
742,"Polls close in 2 hours, make your voice heard and vote! https://t.co/0TNusRubn0 https://t.co/GQM0wwWIGY",2022-11-08 22:58:15+00:00,Tweet
743,"Making our way through the district and meeting supporters as they cast their ballot. It is so important that you get out and vote. 

You have until 8pm! Check your polling location at https://t.co/5StHvDw4fz https://t.co/4RERM0OJvR",2022-11-08 21:26:13+00:00,Tweet
744,"This morning I have been greeting so many enthusiastic voters as they arrive at the polls. Make sure you get out and vote today! Polls are open until 8pm. 

Double check your polling location at https://t.co/KJgI3p5kiZ https://t.co/c9qKwUYiaM",2022-11-08 17:15:58+00:00,Tweet
745,"Today is Election Day. Go vote!

Confirm your polling location at https://t.co/0TNusRc28S as some locations have changed. https://t.co/BKEGy00Zqb",2022-11-08 14:04:21+00:00,Tweet
746,"Phone banking tonight for RI Democrats with many friends and volunteers. With the help of so many, tomorrow we will elect Democrats up and down the ballot. Tomorrow is Election Day - Don’t forget to make your plan to vote at https://t.co/adZeh9Yj3b https://t.co/6dvpF87fo1",2022-11-08 01:08:46+00:00,Tweet
747,RT @DanMcGowan: A similar Obama call is going to 1st District voters for @davidcicilline.,2022-11-08 00:30:02+00:00,Tweet
748,RT @teamcicilline: We served lunch this afternoon at Donovan Manor in Newport with Sen. @DawnEuer and Newport City Councilwoman Lynn Underw…,2022-11-07 19:33:53+00:00,Tweet
749,"RT @RepCicilline: Congratulations to @RIBBABIZ on $1.7 million in much deserved investment. 

The new Equity Business Hub will be an invalu…",2022-11-07 19:03:38+00:00,Tweet
750,RT @FitzProv: The Human Rights Campaign and other groups that advocate for democratic rights on Monday endorsed US Representative @davidcic…,2022-11-07 16:51:01+00:00,Tweet
751,@elonmusk Who exactly asked for your advice?,2022-11-07 16:48:20+00:00,Tweet
752,I’m honored to be supported by organizations dedicated to ensuring that LGBTQ+ Americans have equal treatment under the law and that every vote counts.,2022-11-07 16:06:22+00:00,Tweet
753,"These are the foundational concepts of our nation, and I will resist any attempt to roll back these efforts to strip Americans of their voice and essential protections.",2022-11-07 16:06:22+00:00,Tweet
754,Our fundamental democratic rights as Americans are under attack by today’s Republican Party. Rights as fundamental as our right to vote or to live openly as we truly are. https://t.co/AuDDh0AYSP,2022-11-07 16:06:21+00:00,Tweet
755,"The stakes of this election could not be higher. Please join me in phone banking to get out the vote for RI Dems up and down the ballot tomorrow at 5pm in PVD.
This race is going to be close, so every voter turned out could be the difference. https://t.co/rwHSXjPHU9",2022-11-06 22:16:32+00:00,Tweet
756,"Last canvassing stop of the day. Had a great time speaking to voters in Warren with Rep @junespeakman.

If you haven’t yet, not sure what you’re waiting for. Go vote!
Make your plan at https://t.co/adZeh9Yj3b https://t.co/FN9e3pH3dV",2022-11-06 21:54:51+00:00,Tweet
757,"Next stop, canvassing with Rep. @sdonovanbristol in Bristol.

Make your plan to vote at https://t.co/adZeh9Yj3b 

Hope you are catching onto the theme of today’s posts! ;) https://t.co/ZB1IwNJtLQ",2022-11-06 20:58:26+00:00,Tweet
758,"RT @davidcicilline: Next stop, canvassing with @pam_lauria and @Rep_Jason in Barrington.

We must elect Democrats up and down the ballot on…",2022-11-06 20:56:18+00:00,Tweet
759,"Next stop, canvassing with @pam_lauria and @Rep_Jason in Barrington.

We must elect Democrats up and down the ballot on Tuesday. If you haven’t already, make your plan to vote by Nov 8th at https://t.co/adZeh9Yj3b https://t.co/UVW9LTgTHE",2022-11-06 19:44:32+00:00,Tweet
760,"RT @pam_lauria: So proud to stand with fellow Democrats today and encourage our neighbors to #BeAVoter. Fortunate to have @davidcicilline,…",2022-11-06 19:40:27+00:00,Tweet
761,"Always a fun time at the @BarringtonDemo1 honk and wave. With @pam_lauria @Rep_Jason and @JBoylan4RI 
Make your plan to vote by Nov 8th at https://t.co/adZeh9Yj3b https://t.co/sKjh8LIxYl",2022-11-06 17:24:34+00:00,Tweet
762,Everyone can do something! https://t.co/HaxDZLyvsl,2022-11-06 17:07:35+00:00,Tweet
763,Learn more about what I have been getting done for Rhode Islanders https://t.co/Nk2qJmTTUj,2022-11-06 16:43:20+00:00,Tweet
764,Kicking off today’s canvassing in Providence with @repgracediaz and Rep. @jfbatista12 and Councilor @pedrojespinal. This morning we were joined by many supporters to help us get out the vote!,2022-11-06 16:43:19+00:00,Tweet
765,Obtenga más información sobre lo que he estado haciendo por los habitantes de Rhode Island https://t.co/Nk2qJmTTUj,2022-11-06 16:41:35+00:00,Tweet
766,"Activando el voto hoy en Providence con @repgracediaz, representante @jfbatista12 y el Concejal @pedrojespinal. Esta mañana nos acompañan muchos simpatizantes para ayudarnos a votar! https://t.co/mo1PwLwNOS",2022-11-06 16:41:34+00:00,Tweet
767,"RT @RepCicilline: A beautiful and meaningful tribute to Rhode Island’s veterans with WaterFire Providence. 

Thank you all for your service…",2022-11-06 01:03:47+00:00,Tweet
768,"I spoke to @fred_guttenberg, Coach @SteveKerr, and @TheCivicsDean about this yesterday. 

If you’re a #gunsafety voter - the choice is clear. 

https://t.co/NGNXO8K5ja https://t.co/wSsyG1ReAP",2022-11-06 00:12:21+00:00,Tweet
769,RT @JamesDiossa: Knocking on doors in Pawtucket with @davidcicilline @Karen_Alzate26 and @DonGrebien. There is too much at stake this elect…,2022-11-05 22:49:13+00:00,Tweet
770,"Had a great time at the Gala PVD in support of @OpenDoorHealth and their mission to provide safe, confidential, and inclusive health care for all.

Thank you to everyone who joined this evening to advance the important work of ODH in our community. https://t.co/aT36xFh9Mh",2022-11-12 01:57:43+00:00,Tweet
771,Thank you @RI_Vets for planning and organizing such a meaningful ceremony today. https://t.co/CF1x9dRWPh,2022-11-11 20:31:17+00:00,Tweet
